,AAL,AAPL,ABBV,ABT,AGN,AIG,AMAT,AMGN,AMZN,APC,AVGO,AXP,BA,BAC,BIIB,BMY,C,CAT,CBS,CELG,CHTR,CMCSA,CMG,COP,COST,CRM,CSCO,CVS,CVX,DAL,DIS,EBAY,EOG,ESRX,F,FB,FCX,FDX,FOXA,GE,GILD,GM,GOOG,GOOGL,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MO,MON,MRK,MS,MSFT,MU,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PXD,QCOM,REGN,SBUX,SLB,T,TGT,TWX,TXN,UAL,UNH,UNP,UPS,USB,UTX,V,VLO,VZ,WBA,WFC,WMT,WYNN,XOM
0,0.01043134148873181,0.06006001670763145,0.011453315550480432,0.004603189523290797,0.008990737865146167,0.006597407502167899,0.005884339497628422,0.005438732984608363,0.019133548795989257,0.004404723005060151,0.001172871020678272,0.004989026387800745,0.009823993107186704,0.021709748359454387,0.006567254726051654,0.0076263238133918105,0.018716080139229478,0.0031568326302482035,0.014901082226188555,0.002999418481228066,0.0018018088241784885,0.010170892266335257,0.0030296420634120043,0.007574460310669767,0.002802207468380012,0.0037931925973652097,0.008940890344366726,0.00609675067099983,0.014798007357815359,0.008554551927718977,0.011176551594536057,0.003420653020805243,0.00574597390153736,0.0052358040714256164,0.006693198613861989,0.0696076938697582,0.004474150138439221,0.0037187784533105695,0.007597837366276935,0.011607580923375792,0.011442835105181641,0.0078036216120969774,0.021776098704707675,0.02548132480947392,0.007386005381817533,0.010970317266474879,0.008336399471649136,0.003176816853592011,0.01110480347419815,0.01594194312586059,0.010522724260283603,0.013296328832147992,0.0020277890827267563,0.013582190074186557,0.004511559193864292,0.0031199078794140133,0.005055197288681998,0.006287381956015583,0.005455890459153563,0.008160013350125235,0.013230182162641345,0.005572488797886731,0.01257088302741454,0.008125134819204518,0.0068057233599714845,0.019444523837785638,0.014160982448639354,0.019458301644047483,0.008393334352900626,0.002466751522499034,0.01370559871778813,0.0046193102548459045,0.006080049568493607,0.010844556098704343,0.010924371942921578,0.01692650920302,0.007731701722605562,0.011317403537686344,0.005773716200038708,0.005561290037349719,0.0324838422312136,0.009839023361622127,0.003905456166943296,0.005689998050056095,0.0033169529259339673,0.006028206742328551,0.004902715607532804,0.006196570696379219,0.0030922133248936718,0.0074935255325788205,0.006675342744848872,0.009479443163045952,0.015363786163190087,0.008304517441423171,0.006203832388352547,0.012765890061090275,0.0101530156109211,0.007203007783402009,0.016250088969367804
1,0.010647403016075765,0.06444048364985683,0.006233010217649449,0.0036991603678936213,0.012563571253459183,0.006141162028042524,0.003791330342970799,0.007042771403397431,0.021111988557191937,0.004200066010707614,0.0018072613800188962,0.004719984002622409,0.007412000949336718,0.03439230399430339,0.006880260327659304,0.004513014870975149,0.02042720072431787,0.009022355999880508,0.029257073582077395,0.012634242099103814,0.004490417264663462,0.012577763049641299,0.002730466939268522,0.00654980583825781,0.003249106968135355,0.004565636205164246,0.013940729104082684,0.0046674136179105956,0.012605312950449464,0.010206661380225506,0.008491339660808919,0.002973739322166151,0.006121964419358543,0.004568399709031045,0.00609882569307819,0.053753418329728554,0.0143197174123119,0.0031673210753918528,0.0075887539190898756,0.01553031212971633,0.023860865238071516,0.006941586111517296,0.01339860945894709,0.017152484767828793,0.009308378437250187,0.0053643519254900655,0.006701315709632616,0.004251404055951576,0.012757036039088784,0.018236517951263593,0.01276365846732366,0.020913991479571053,0.0028627956202043428,0.008996911638992572,0.0049345454326601345,0.003164362479670147,0.0030888815045658404,0.007699874284607992,0.006618756869848967,0.0035109754331963516,0.008314627888595084,0.006773209002678806,0.005332440936808298,0.008762148572267921,0.005842553074444553,0.01948573622435403,0.01506711840440291,0.024662170828580035,0.005498975382208895,0.0019950745531269395,0.009829194048402668,0.006445607999123424,0.005719619516370199,0.012617823988675649,0.012451571255802454,0.008216995863475508,0.004990298072015068,0.013058549785205506,0.006374131161177787,0.007944886184725341,0.012204789216733326,0.010938131142659688,0.005044523165135521,0.005116399652818918,0.0024019509575500366,0.00550535948631231,0.00549731389574167,0.007311792716590027,0.003769379358781595,0.004495522778975208,0.005901762684072659,0.009428978241323462,0.006212872318860902,0.0109483878887956,0.01053826034395266,0.01330831729406285,0.006302043540628605,0.004180084570293835,0.019850345332554156
2,0.007693325029728571,0.06903314866000196,0.014977180507744853,0.00441795564881985,0.005203797515121503,0.004694865079384875,0.004494171391041892,0.006804362187763717,0.06581997490120317,0.006636250994462194,0.00196143605807211,0.004286086092300318,0.00840713103443922,0.01892005870860674,0.006441320436457825,0.0037834397334447012,0.01579068924930599,0.004404156934668225,0.011493547035561625,0.0075561305659406835,0.0028740673042600756,0.008220477035619966,0.0030787706646736137,0.008350786118489804,0.004061654677170832,0.0031307549060780957,0.010745233358534608,0.0036975508749827126,0.013110407494738168,0.009368662558148843,0.009450023601913457,0.006436361232077821,0.006275738931215852,0.004011888505222519,0.006497352970339773,0.05951347979595134,0.008236539389291668,0.0028077918408771696,0.008037530770583766,0.018879693852516827,0.021172137434781257,0.004570970911518281,0.021454324364588107,0.020310782594166153,0.008204862093511022,0.006889413526457425,0.007948473492615666,0.005047684165056505,0.00898158571921877,0.012777850829764155,0.011780918576959664,0.011823220127891481,0.002169253218608689,0.008252940414120197,0.003102062373087111,0.003528304404686652,0.0044941799998397145,0.004663883964527684,0.005737355774444179,0.01079112360325511,0.010130631972589788,0.008417210906113462,0.00871817141377032,0.007203479157170041,0.0067563071310837155,0.02106456453915238,0.014164069391275182,0.02046906292852479,0.0048608136872588725,0.0020046272653666207,0.010375920107925445,0.005823400276659393,0.006701176279007025,0.010935760680486678,0.012294786334920347,0.007956050181898478,0.005167277968186804,0.013736370668025988,0.006912193013988916,0.003577852076447481,0.011466411947797656,0.007787727384301551,0.003734423285482959,0.005488356506404803,0.004312255383358024,0.008007969229305297,0.004915577231486016,0.004381520417311539,0.0032534271383248907,0.004586229427067164,0.008789633998275618,0.006878690460373038,0.007392258322656833,0.017174340009504387,0.00413258381671732,0.031586234359150436,0.007198919635737165,0.0027896715286280242,0.015548922702394346
3,0.006166134801370814,0.07389262299998664,0.03434482276453813,0.006306406678915255,0.004936819517243693,0.004254955392499326,0.00423825418688028,0.006281117770985705,0.020559917447482964,0.005444264423446676,0.004003646200419347,0.004971366440627906,0.00598046883241868,0.01843068438867356,0.007312520659658794,0.005564036236577527,0.01242999090227988,0.003969956996564874,0.022901545703689043,0.006961116300759562,0.0019836362288953462,0.009926046696575774,0.004310534477968691,0.005952048364010772,0.003796168197915553,0.0032382180863440965,0.009742198406436645,0.003930372831491813,0.008089804636325462,0.006194975667418022,0.006449220923848205,0.004405323186390189,0.004945472978369794,0.005074069721057981,0.005967156618664882,0.04864630281604967,0.0053338050530928206,0.002575050458455175,0.015642834770252544,0.021605383714970044,0.018361185852980074,0.00466380299519168,0.040077252921368205,0.0495930998207368,0.006995976708861404,0.007947967136440593,0.006586477656137756,0.00669183376880951,0.02296136802841706,0.02349406080561532,0.012905356543144465,0.011342251133441854,0.004103230697671706,0.012085239966775015,0.0031456379330218383,0.0026295498888622344,0.003912773615374573,0.004423349871202334,0.005977492551234961,0.0036606158608903394,0.00720058762355162,0.004117136698476588,0.0058335450700474955,0.006428890554711276,0.004711932039869454,0.02961029312115555,0.015908660877013914,0.012554506837102825,0.0037720504894903045,0.004233028443927806,0.012164701546408179,0.004672300980767475,0.007119760244354131,0.01091110320534447,0.007812410074030165,0.005525562936289159,0.0029779902618667824,0.009770953266055211,0.004041135941579449,0.004145879212026252,0.015466428604966451,0.008074817669817639,0.004178961370073181,0.023967612995103214,0.003839662823572044,0.003890507783785467,0.005257463028279498,0.0049723716337538365,0.0030166923186501176,0.00507674383314242,0.007375419711874781,0.009961073152952431,0.004823624323512594,0.007264154826323706,0.007895997007257603,0.011928910149267695,0.005733188830471636,0.0031219871365972766,0.012324157140778195
4,0.008492262033949049,0.07608856047851159,0.010477173879440964,0.003033874621449347,0.005579748008718157,0.007165870239894094,0.012414275784812773,0.006503483741974273,0.11137187333146624,0.004539873922855913,0.004636749796208122,0.006493190901774499,0.013035716083930006,0.01010698034056852,0.006363772064197815,0.005048450544259948,0.009372730490510135,0.0073603096433528135,0.014076319112969632,0.005942374259708134,0.0016097368075505636,0.009738754095447107,0.007729541564493783,0.00448884881401844,0.00311745724660034,0.005192122201559956,0.012572915321930136,0.004662455948034355,0.008093905973607679,0.0069236973411914374,0.007326298109748687,0.004496992942453801,0.004260217156123751,0.005568169876571337,0.00943505294925463,0.06636034048691271,0.0078011795638597975,0.003577711058793607,0.011225642072614403,0.010719527815260907,0.020891360750094196,0.016340633734623942,0.01054946276363725,0.015666148629560905,0.006934301680352694,0.005971518476632085,0.00670820147218365,0.0037916756807275863,0.010975777152572886,0.018573558220695258,0.006964466911923608,0.010792424714443269,0.0018080279310131522,0.007498954692025765,0.0032946380703382052,0.006191886498312371,0.0039047508175336105,0.008335734484194937,0.008167505679746279,0.0030132726222916882,0.005807317979271232,0.00331331863661432,0.008087848866674142,0.005453327957352779,0.003741452986099895,0.020792197242855078,0.012643949090021669,0.013476405299979751,0.0032411137255579678,0.002191313130256137,0.0054950700398136805,0.004054426562409563,0.004594597887078429,0.00729262891247258,0.008550168344919461,0.0037121660941162263,0.003753212552990048,0.01738428728030293,0.002154664731878669,0.01349015192564745,0.011352085649170195,0.010508413494804499,0.0026728809334585885,0.008765773777174957,0.007710678847373907,0.010585115549317571,0.005149076632446227,0.004184572767573398,0.0021130811661847788,0.004039483761627972,0.00829338705718021,0.02766652116954304,0.004200693654055261,0.009177716581842046,0.004449631683277967,0.008908714726519712,0.0051980079492999496,0.002992168829505723,0.013423918913846453
5,0.0054610766453149625,0.06935885173472199,0.008516189346633637,0.0024341855209761296,0.030652713744886276,0.007259480273995446,0.003053825365518182,0.008273337320320977,0.03652383964456444,0.008445344485509584,0.0020143214995382956,0.016002037897995286,0.010106776692088558,0.026236932268889006,0.006411121514336527,0.005725707469485221,0.016189042091918796,0.008532381108050126,0.005352015698307122,0.007061193809188202,0.004680615528354866,0.00792091259119346,0.0036864164094260535,0.010942830944776029,0.0035117703348445765,0.0037837605286542256,0.010033763841701687,0.005089499591710781,0.012818549318919749,0.005682460442286831,0.008732508409039335,0.00424286716780466,0.006660663956515531,0.005906990337897901,0.007340319726772974,0.050262605707323015,0.005632159578963903,0.00394321846555095,0.008101497924122519,0.014269452411309938,0.016216148364337008,0.006952613515772782,0.01764311132620595,0.02029280689519046,0.00809938368424876,0.009689652226263824,0.010194897876862924,0.006207950497402205,0.01360009964576258,0.016079776704175444,0.012322255379364534,0.019524515993757815,0.002925815352303757,0.007505753226792793,0.006088855271986062,0.0036722842800604003,0.0037326473675588444,0.00709903638375464,0.0061211495829354865,0.003514480993772056,0.005626753758869714,0.0034404533077705777,0.007174320521038415,0.008151038538842614,0.0054296577821291705,0.019374839777399663,0.013007836994894096,0.01840544615618251,0.003500160821239667,0.0014941061725733539,0.009133653461772652,0.0067838957197167175,0.005092821232298734,0.012615260946548388,0.020442980469789596,0.004345415953801808,0.012448476666327465,0.015403516003085182,0.007906937513713318,0.004498082722001598,0.00942333443732289,0.011130992380176782,0.0033544631319983305,0.006328762550176163,0.004913143043583442,0.0025104065033582684,0.00571037412553135,0.006020281921430813,0.00461095820828627,0.005002901803677394,0.007203898094646065,0.011597453227634755,0.0049468809738305326,0.012212082840625334,0.008569127207702648,0.013518400774585047,0.008697686661355586,0.005173960825989503,0.020462764850159722
6,0.01574075166923302,0.07837674973814064,0.012821806250242151,0.0035795826314239643,0.009145466982679436,0.008376146739511682,0.003750560295983021,0.005372675352551753,0.018114843065497557,0.007511475843592311,0.0017836236811532246,0.007305013139307984,0.010010426247862294,0.016537408899994176,0.007554663912963112,0.004141705439516642,0.011856100416692925,0.009041876557577586,0.014025622810895285,0.0054551008997916475,0.002969350540937441,0.012486848130861662,0.0050126399536783795,0.006279896081282937,0.005210607147310347,0.0028952576033675435,0.010049715860509378,0.006984497891973984,0.010862918689921588,0.010064213237548556,0.011089367710512507,0.004643791206910774,0.005213681359667364,0.0058614428505080725,0.008574299523652832,0.04192550764834396,0.004246288597183284,0.002501360242753169,0.013043694452831461,0.010892120974736066,0.017737856995688046,0.005967899556687396,0.01791697109836414,0.018237591301797553,0.007766418917133903,0.0076381307587935175,0.0115609104999222,0.0052435306801062,0.009580330915795672,0.021920277244268718,0.010754967737043148,0.013149196508730336,0.002139176097977574,0.010008961180115758,0.003083565844491252,0.0037506418247126912,0.0072796223054612495,0.005587926543716683,0.011412833024329232,0.0035905576183751864,0.0123409383255886,0.0033088857667259897,0.006794661830668212,0.007457671155093703,0.005354131874490866,0.023972466755410003,0.014522342028203876,0.020855738725489435,0.0052143845007494374,0.008629092939731544,0.007070274076982675,0.005147581228940512,0.008056487323458669,0.015723217280892973,0.009407620603727821,0.005646393928621727,0.005069947951052756,0.012468630127861407,0.004486204385851873,0.0045962770089725425,0.008624695493984303,0.01124697956013694,0.005093340708288839,0.011360698167773277,0.004440463798412831,0.006161786347957593,0.005902820474435729,0.004603452905943106,0.00621673889790935,0.004808949074530308,0.009121758758244372,0.010001668780122482,0.004215567271837611,0.01330753723608998,0.032308762674001096,0.013834047515387676,0.007139081471626886,0.009345841179292078,0.02050639493286919
7,0.0068613617911292245,0.08294769967111906,0.008824813541710351,0.003599913434157946,0.009693610352378689,0.005464250905996446,0.01011267921006219,0.009737720118075024,0.02404375515814768,0.00788283158964858,0.002733395671309535,0.004951562671513554,0.009399532861987284,0.01636478016504975,0.010055516339971938,0.004413543779192498,0.014097671775421757,0.0070809571255931545,0.006181116544979713,0.007231151390956458,0.003625883116214207,0.010089947299170133,0.004160357712010821,0.007211077441276611,0.003950898086115034,0.004658741171241585,0.013333327003731445,0.004483450684272685,0.011501809266923482,0.006905863031044133,0.012834688491731446,0.005199914644145201,0.008695692167519298,0.006163030991940444,0.005445592539928264,0.05289907078733248,0.0044641590680607485,0.002858261509763675,0.011183975432408785,0.011701358358819735,0.03347522965905019,0.00750914737257192,0.016068344685757293,0.018604733443282742,0.0073708074641133355,0.008110698198454409,0.0076527863072971564,0.005516374757887936,0.008519092545680462,0.016194560771488307,0.011714240169792979,0.012079835851107164,0.027009158072106906,0.01542319675860688,0.003132009851545174,0.00297493987664098,0.0057614185292994375,0.005891678056290509,0.006589873121636061,0.004767852816118714,0.009126683309940995,0.003155143382016649,0.01011106673153511,0.008642007541972613,0.0051789533987324785,0.03127410219743941,0.011965989831093489,0.02672923825258407,0.0030543106041483804,0.003129224462607162,0.009449354782348544,0.00645445036947071,0.00581794733458036,0.010039523486910257,0.00994782379446216,0.0055264288022070845,0.005372329757458396,0.011776713512927427,0.003541621282141614,0.005412828688364007,0.009472471618477127,0.014243932003840288,0.003938782114891651,0.010070231024048809,0.004678104442006223,0.004806973433589031,0.0034555510426566506,0.005037366660653159,0.007810963037787282,0.004005340575369351,0.005549933614388139,0.008515314729970712,0.005453669681405787,0.012415721298730515,0.009482478591499376,0.011101340836375321,0.008592570164663185,0.0034690181466921865,0.014783554249209449
8,0.0056059605279418865,0.10550723934456906,0.011368901031088945,0.0024081306318019225,0.006299658958551358,0.009398653913009014,0.004008749907393573,0.006170931968057351,0.01851352815396351,0.006044114401114237,0.0028483723574513095,0.00589541919201175,0.0069592899136971705,0.04141947776254331,0.00535906477758826,0.005410383051990232,0.02481997146432429,0.01101844407374736,0.004706158655256213,0.006087470899672373,0.0012389938410339385,0.01039187297173525,0.006134650018062537,0.0065747784073119445,0.0038282277301577563,0.038248549828557944,0.012265634986689438,0.006506600477141798,0.008904039676666212,0.006470259008165081,0.010288061881532222,0.006471523189203601,0.0054152183864049665,0.007494074982346383,0.0071243731376870135,0.03930447917139774,0.0036357823630299565,0.0039378286851375005,0.005492000377563325,0.013179307435405714,0.03216954638331909,0.006351164199351112,0.011574971952237549,0.013124296600563537,0.01126325451731283,0.00818105255453975,0.014648554105786731,0.003216802482158588,0.008147056090919756,0.016769074958757842,0.011923340231101736,0.01366069517911237,0.008596166840661557,0.010256235858005336,0.004482036313008625,0.0031722795909280587,0.006298159937324219,0.004700169249070357,0.007590765917130147,0.0034889009892529947,0.0076050161504473985,0.0034844327075551976,0.009473763079642906,0.006830232566936711,0.007069214351710792,0.01903990019627789,0.009883750314346386,0.023741642338756176,0.005544510470287038,0.0029212464376933943,0.009201714407948267,0.006429777518953584,0.007964529531684894,0.010373114029419666,0.013027656472563359,0.006724607334340666,0.0033067692179441035,0.008613459673871834,0.0038601648537758934,0.00416601301034521,0.010351562722105868,0.010236193319777686,0.006206793791460427,0.005666955462569903,0.003521588872627795,0.004136659590544926,0.0041496373483600624,0.005630999293937314,0.005676160100993722,0.0038150618787436566,0.005973255717083503,0.00948982772470824,0.004098975441193677,0.0103068364775144,0.008911311378652698,0.010661819860607746,0.007121389628697738,0.004799936622158832,0.017612818612213768
9,0.006393478620262731,0.10950968640375634,0.009337820518235838,0.004366773768839604,0.004813932282409769,0.005905681599872845,0.008756925710008363,0.007697892763196877,0.016857411106995315,0.0071158021464505575,0.01237878130996684,0.005764327296084013,0.008901824336533056,0.01952678268880239,0.005674957213886592,0.004718181679006116,0.011474521432516467,0.010959173275578054,0.0070034686966885485,0.0067801734453902165,0.0036266052191017005,0.00884256611821203,0.003145534363030865,0.006318690217266437,0.002899643357248943,0.008488960673948737,0.010105214274816343,0.00456968144415157,0.010008979996904189,0.006421083703387504,0.009092595961159779,0.0048466100946650175,0.004937828552662326,0.006942180850433649,0.00556896889568408,0.05030043759073557,0.004081245073059171,0.004512798143638359,0.008269492788760864,0.01278599463376514,0.02885280356481629,0.004196399608563629,0.015837539499729596,0.018006321898171886,0.011178808582061673,0.00854731327566764,0.016889731785490476,0.0026284683476321203,0.012526080629670562,0.02593120928048691,0.012687083672227551,0.012263227298028345,0.012286843649173108,0.007203342522898226,0.0049749815506480825,0.0061633310815967955,0.00443282683242125,0.0061127767373320915,0.009967057080382586,0.004396789399892983,0.0071168180093258366,0.003435537290613549,0.008447909688703206,0.007762142425035615,0.004036909576816961,0.022973441102504724,0.011298363302021944,0.01721003266106355,0.006186684302513545,0.0025024191136732233,0.00902831877247407,0.0053677916133643006,0.007725956380528151,0.011026067494835234,0.009258597916237636,0.00471826804491428,0.005048970087719693,0.01111278129716359,0.004721229756774537,0.004370003963353962,0.011708287620869076,0.009369150106100893,0.00544268642852472,0.005182925599656913,0.0038522854382173548,0.004999289472246385,0.0068795986847381045,0.004801019841514705,0.005222391484685471,0.0033387165899167568,0.011941199054846452,0.019422011596677616,0.004620422135065875,0.01207887343484302,0.004631404578948315,0.010505190490917367,0.008836578214854151,0.009240727956472796,0.019793353927260577
