date,AAL,AAPL,ABBV,ABT,AGN,AIG,AMAT,AMGN,AMZN,APC,AVGO,AXP,BA,BAC,BIIB,BMY,C,CAT,CBS,CELG,CHTR,CMCSA,CMG,COP,COST,CRM,CSCO,CVS,CVX,DAL,DIS,EBAY,EOG,ESRX,F,FB,FCX,FDX,FOXA,GE,GILD,GM,GOOG,GOOGL,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MO,MON,MRK,MS,MSFT,MU,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PXD,QCOM,REGN,SBUX,SLB,T,TGT,TWX,TXN,UAL,UNH,UNP,UPS,USB,UTX,V,VLO,VZ,WBA,WFC,WMT,WYNN,XOM
2013-07-01,0.004586932465774755,0.117672475900321,0.0036316277264453276,0.004520342629622377,0.003908085824175028,0.0119372452772547,0.0027788361269999494,0.009637098589343439,0.018465429083093843,0.005224261305885371,0.0021227257956814224,0.007952606890402975,0.00842538806188291,0.02296076879559305,0.006931766947082042,0.008867396370564433,0.028706687110736834,0.007495550001469659,0.005365216537698552,0.006272179275472635,0.005877825829340304,0.012230568477134862,0.0029264996031757827,0.006003983824120393,0.002449701433665332,0.0032546296687981694,0.015806311087657923,0.0056464537612119624,0.011200963579327901,0.005418116650208787,0.011139196248461044,0.004221927742805542,0.004788627740923811,0.005062515215239138,0.010071338029814405,0.01157304421349519,0.009384774163548482,0.0042734852085822995,0.007483786004966321,0.01605047505880201,0.010252601542609936,0.006622183990170705,,0.0347795458302378,0.00802940403920831,0.007694511267912287,0.011696247410728116,0.00350667537270551,0.016363884971470375,0.013795946400771343,0.016939623589257137,0.02444384755758215,0.0026591720368021876,0.008410206319686498,0.006880512383625127,0.003194605882659223,0.005067938873642483,0.010923687384249526,0.007874436239219624,0.005626557739506717,0.004994826596141291,0.005021483929838784,0.008630246386768481,0.011732259754371735,0.0070698112443068695,0.02131328890751526,0.010966693200364698,0.017803186665823263,0.009577670619759839,0.0015023409522442275,0.021548349653327973,0.004564577121866949,0.0061258715705170596,0.03569259652855232,0.01010481696028922,0.008479801986344352,0.00414504909972446,0.00882403687619879,0.005647149687009734,0.004646634428002278,0.009435792319503157,0.012270773724919437,0.0035240746238661127,0.0055846304582580445,0.0036578379209287657,0.0025434734284319072,0.005136103294121377,0.004045495467958839,0.004362150497442585,0.006304458316914763,0.007438202923744792,0.011757233759743784,0.005124595496799018,0.008851425232672133,0.005822182817103035,0.01316760737690139,0.009940900884920341,0.0027526220299019847,0.02280131416807609
2013-07-02,0.003635501210688014,0.13639978899405955,0.0033069222480497256,0.0038733705576434185,0.0026670330872999495,0.015242972680622946,0.0028541881881930693,0.007325602290119234,0.01964316937913932,0.004270942889701523,0.003047273348622939,0.007473562613969583,0.007918382618335206,0.021755964547433074,0.00500589545184449,0.008689161796562206,0.026409855941040887,0.005518004718888589,0.004124706895492993,0.006102831340025886,0.0037017692115185294,0.009889280912910258,0.003529966410185466,0.007517637713559724,0.00266787479791331,0.003354843547379901,0.013762028626757116,0.006281957202683246,0.010277636338528866,0.003289515606564317,0.009726355798913578,0.0036748782222165307,0.0061831446270243905,0.004137415581277362,0.019058613622696466,0.00959950761847052,0.008455800288632966,0.0035296628930651026,0.009893965514918342,0.019748841085622304,0.008843220164009276,0.009219298879640883,,0.03575496981011602,0.009330315043859862,0.00778477650296955,0.010228362746895854,0.013422306688310612,0.01272476105693878,0.01231120862889911,0.01381975741169919,0.02378377755303755,0.003134098641584214,0.009015851913583705,0.005466720144014452,0.003120516191822494,0.010218909943219107,0.006766344546896742,0.007064124162125484,0.0038716148664340983,0.004871788608616178,0.0033312840283078525,0.008892946498689077,0.00959886583068843,0.00896281456043654,0.024064665349988842,0.01872341981969558,0.011992672516076651,0.004666547217466357,0.0018198822722766655,0.019813297956669335,0.00502616983625985,0.00764531465113482,0.030369524414522894,0.01463263962946982,0.007159400140742071,0.00523006592224248,0.008837190061153468,0.003510785096569601,0.00446828239313718,0.006807551942192912,0.010908519848431048,0.003998088491694788,0.007280361339123688,0.0051394120545771894,0.001533996358103394,0.005783578473646725,0.004526697590367505,0.0034080775079884584,0.007171376697399217,0.00660160063327617,0.008354825187471965,0.005330760973361388,0.008321215402613217,0.0063256104763511085,0.01190640205278874,0.009433100316817685,0.003944881483927259,0.020179625051096054
2013-07-03,0.004668598471583569,0.13526072430896743,0.0035235005122817966,0.010589041922153774,0.0034854322864345316,0.012455908831252036,0.0031538712232501705,0.007480853343646372,0.016035751335929792,0.00498860617425358,0.002213086063397967,0.00856931760319947,0.010768200086435847,0.018878052000492355,0.002986687282835617,0.011365311268397712,0.0288512295995347,0.008426273340112688,0.0041634782741277266,0.006121342332649744,0.0038361830267066924,0.01019936237129192,0.010940145907872413,0.008155747444122393,0.0030177102536758883,0.003633711127558319,0.02132073473711121,0.006929763448401616,0.012205671302131413,0.004636470407197513,0.008198262268315624,0.003605226998741516,0.004689546590316237,0.004729238569337702,0.020187400183910117,0.010490400485769075,0.006627837539194115,0.003041281741424694,0.011292287626795986,0.017133100701313672,0.0055068892917747745,0.006687879103138626,,0.038243059656915164,0.007334475901165741,0.006121406289646268,0.008690336958487175,0.007479576330974002,0.012644137910545443,0.015232614091235368,0.011189425344836875,0.019945421743042285,0.0017303878131453877,0.007475733085669275,0.004770499900702251,0.0024827653390918736,0.006517077879924459,0.00568157495952955,0.005939725266080653,0.004884603656083621,0.004321217983144189,0.006849095732808955,0.004996133658791231,0.011214819169032813,0.014014248196551513,0.019713343175846918,0.014239027965487924,0.011193119545458171,0.0041085382448821685,0.0019219934673224102,0.021865944273516482,0.007092891939286147,0.011102683036572313,0.020962899494492045,0.014716852826011933,0.0059823107614982735,0.006182685822231951,0.009395784578408454,0.0034778130890383207,0.007188658841560863,0.008401907993452667,0.013093247686497689,0.0038565629183905854,0.009104006368684137,0.005216043469590806,0.0026558165987272896,0.005656327680267939,0.004905599695005524,0.0037488771857823134,0.0052518925435218865,0.006026341378675981,0.008406700042131643,0.009659354885131151,0.009957135246756491,0.007371449787923457,0.011884185553567416,0.0062521271626768725,0.002715677305590086,0.017883745181569145
2013-07-05,0.0031928768179656486,0.11370932499198463,0.0030142574315234994,0.00447694210661465,0.002892565344725226,0.012360561610764733,0.003597312767072881,0.005949360991621507,0.0173904993007262,0.0040967707622767465,0.0015759456760248021,0.009780359947511579,0.01031756755604159,0.030452825900534622,0.005045968237353597,0.006499466839640616,0.031029769434869764,0.010370471550635795,0.0038384064536560207,0.0050777969690052795,0.002561438359313714,0.009137658901343621,0.0044861924933784865,0.006934605422969078,0.004116790720273033,0.0033700253074689674,0.01280450544689703,0.004464017716365568,0.013302399427727245,0.003609234537746516,0.010323484329526112,0.0029298225684511008,0.004743167709702147,0.004085285898607073,0.01794253622582538,0.015105007254599954,0.00874024239661028,0.00309074403431214,0.010350255557262879,0.013699011051758159,0.009253816848892314,0.00629318081541041,,0.04668742217469029,0.009853278759709821,0.007468081809345623,0.010759683674329269,0.0046252397915011205,0.012207209278121266,0.011279396360125905,0.012672059926487327,0.02485636392314089,0.002002881652689759,0.011013984648730164,0.0036249813626087974,0.0021059478712073423,0.004878177249748779,0.00965849809798785,0.010335650418214387,0.0054349351671201685,0.00532469835962058,0.0039378068807935365,0.005094735129625308,0.009979491112693245,0.010621896246012199,0.02409740600362688,0.013042522888426515,0.009810881504671043,0.004735679974532848,0.0018986491451462644,0.019719538241581257,0.005185542646036134,0.007166777372441679,0.026231742939495314,0.014874830293112262,0.006526090847133429,0.0061861452666132615,0.017846217881944487,0.0031433301450538623,0.004980059982641518,0.008058825178130526,0.014499599225493919,0.004175151675725952,0.008610704781835477,0.005581295870854007,0.0016121312638135224,0.004415156920095278,0.003830723999087561,0.0046280084911151055,0.00754441028716954,0.0069962625257827,0.011974614479854769,0.005524777995501352,0.010036292389262451,0.005635981734440249,0.016715513297081454,0.011014286766292885,0.0021188333720460664,0.021147121004466102
2013-07-08,0.0026777492416327348,0.09203766839740556,0.0033435432682404342,0.005494836679455814,0.002506699605296783,0.009097240512361767,0.003242614217703078,0.00493841421455866,0.020295741977714218,0.004661964532621717,0.0017747108398122936,0.00838001007983787,0.00889247472807793,0.0308233203086539,0.004347964871692229,0.005981517765482226,0.029125167009585555,0.007956447145483107,0.004791727216772949,0.005573986597747511,0.002961110913934458,0.010612699612960838,0.003056595472829239,0.007199850844252963,0.0034638241609538938,0.0033883286799619838,0.016656837668716305,0.004366025740404491,0.011333015349179118,0.0019163170676927835,0.00926588031954413,0.002937538810014926,0.005311185113774443,0.004751415892536346,0.012694568401002446,0.015330945286695112,0.00525195020525804,0.004183357244407204,0.008085162960206733,0.016083463883580174,0.011326067721803505,0.0074351943232278195,,0.04094904540160472,0.008901469352511375,0.00700780030094541,0.00987535679434567,0.006404818929855279,0.011194600399553044,0.031391125023646466,0.021318660668818577,0.024048209319804146,0.001671082372630324,0.007875399350982365,0.00444289730575338,0.002384963487593211,0.005249982394299761,0.009234986398761105,0.007991007536433493,0.005585846205758273,0.0050322695960839815,0.003910530262518023,0.005919972735336163,0.010168865906138748,0.011972134937992217,0.022466722033500895,0.01707343068537838,0.018541881787179908,0.00480211684006551,0.0020052884809523565,0.019495373936350986,0.004982351538222166,0.0060873924696074,0.017376612381944434,0.01715973422406735,0.007110880402216679,0.002833727577052358,0.02082576016313977,0.003671923408345936,0.005814166305358338,0.00832105200479949,0.010090847692200896,0.0051921581129498375,0.007007309702997512,0.005762699523041734,0.0013900674153052674,0.008863138505972626,0.005780610896154079,0.004997292467989888,0.006705218795450547,0.005728448340479713,0.02036596917642774,0.004935820606929544,0.00682082222948913,0.006567366131564156,0.01946467146943422,0.01036524266613198,0.0037042547227569404,0.021603487742103522
2013-07-09,0.0038120815863204724,0.10082009743374744,0.0028874470847664434,0.006692734593395653,0.002302034215367988,0.013244418614140798,0.00791718233980346,0.0038102389671343584,0.016884917951131687,0.004360079480041494,0.0009966938906275258,0.005892048712950265,0.007674559604344568,0.02821980784065618,0.0034964617532543063,0.0049802212335183825,0.029805405799337156,0.011999525424858343,0.003998830433442863,0.005703874135089536,0.0024497981435454945,0.009204284414803398,0.002377344007757214,0.005431027986643017,0.002831350208158097,0.003067046606743092,0.020596632609022388,0.004692738247761486,0.013211006591129379,0.002305620004176307,0.005773733099079627,0.0031746107359880557,0.005088918394033749,0.006227294620042665,0.009301122959898035,0.016156933422504287,0.005967477996131764,0.03141141217661407,0.008646637125795664,0.013181932199672824,0.00860464174068116,0.004399166912577333,,0.0374679375642863,0.009578506958257398,0.007143174541265351,0.007452227994044989,0.004463714849968122,0.017652162303964377,0.014391449219137984,0.015102630092631837,0.020677383748058137,0.002156550904036806,0.006365560751780901,0.004230059222321955,0.002274538674183583,0.004606836220073459,0.007110728745276023,0.007381860307178918,0.005148844391153755,0.004252881698761938,0.007500865381282524,0.007832529220670553,0.008737707778675843,0.010089730987416811,0.015993910894515306,0.025165845495604522,0.026186331393785296,0.004390342612286535,0.001101868815774194,0.017642337078364503,0.007748859953324939,0.005734696719482086,0.014409750430605908,0.01622629157145279,0.006393625889254062,0.0049666611390552775,0.0263737082855334,0.002986715776019032,0.004905194764335997,0.010168725136233557,0.008398495727887565,0.004995438552829943,0.00588466313009641,0.004171848140023723,0.0013763501523610894,0.005604290298940074,0.004842468520750143,0.009143058570085957,0.005184144809500964,0.006156373117541362,0.021974472984938355,0.005925080120984926,0.0057587074697227755,0.009531411943113969,0.017440092525435092,0.007441750752585361,0.0032574256107233404,0.021301788765735803
2013-07-10,0.004472565012169088,0.09036345835172423,0.0026703266883297164,0.006677610967104951,0.003295373126336974,0.010096677780436686,0.01058794793407054,0.008925741714649674,0.012448123169071386,0.005141733724799412,0.001436174400833285,0.008129431381903179,0.008459260464199982,0.030928428892376868,0.004085798946168217,0.004874125264477926,0.026747329857350247,0.007205481337282243,0.0034629229332153832,0.005486568087459991,0.0032910264757272005,0.008208198399280909,0.0034014749894746865,0.006148316453139137,0.0029968430238084182,0.004363964879079739,0.01920837781625291,0.0062632025407244754,0.013178188061338246,0.00640473121648148,0.008226780952656578,0.0035317200094551796,0.005717150617656916,0.00423206699871029,0.011767529869327987,0.016217703077207293,0.006923375378376,0.015861008457210855,0.007982688349353496,0.013361660084259881,0.01055090486065158,0.008187914539609738,,0.03648501236836722,0.00833187457995352,0.007415175260085038,0.009163285590683613,0.004171924835257789,0.01495592401997171,0.023483962531412054,0.012922539439623201,0.019204348535648494,0.001834170797866977,0.007785221104806473,0.0040497346346245215,0.0031678043239427496,0.004923636339434394,0.0071821221650327765,0.007133942623080028,0.005006175792452884,0.004877020384823782,0.006753202595543156,0.005301968884721308,0.00748187201394331,0.005525210211409091,0.02133625117178697,0.026449730411770993,0.018499939275258056,0.003594114361739513,0.0016673810330804192,0.01951301796514013,0.007577506154288883,0.009557913904861094,0.015167429211139274,0.010989518669359665,0.008338374489123383,0.005170253241766346,0.023290744833886965,0.0028864708799521853,0.005994634708082543,0.007320931728372361,0.011587986350309856,0.003778931195870943,0.004573512137111602,0.005301148568914772,0.002499756176412025,0.006450990277095365,0.006171645832396827,0.006656821807416617,0.007187899224781434,0.006439126132629951,0.016438459513090573,0.006126240316293847,0.008001547090269182,0.017221387620512372,0.021840357975549094,0.008156656048612343,0.00259842719605042,0.022938858380646885
2013-07-11,0.0027938950656233447,0.089371890798299,0.002975461138320776,0.0056764888710597655,0.0027421068305911425,0.013349718274507509,0.0042878159314555025,0.00647954234834815,0.023724727084620475,0.004725282916176698,0.001172849276084033,0.00807281277667635,0.008418955590853396,0.023582684874180346,0.005127404224261126,0.006847354856012202,0.029634872675479953,0.007959042893768779,0.004615611545340724,0.01605340997791409,0.0030828153841228217,0.01813982861289366,0.002136867684941594,0.00667036117221634,0.00312182039721078,0.00566973574787851,0.019986047267732995,0.004629244530908631,0.014531777162700448,0.003442215239617583,0.010246197241480159,0.004209531056000144,0.0076792040017431805,0.004414272271892321,0.009100404747737852,0.01365453780897769,0.011117901643956568,0.007928264221915322,0.01039398114318508,0.013081778306157567,0.011602087970923745,0.007883349749993121,,0.047081831832310704,0.00864312155096844,0.0059048607414557515,0.009706208974456076,0.0036441341411198825,0.013521168413360775,0.016803311296415765,0.013797854737335297,0.02044715630477205,0.002017379556708201,0.00932589996992422,0.0034598528259550017,0.00215996529981727,0.0056907238350147734,0.005354877417971131,0.006949364609975911,0.004859223916978631,0.004853069465566465,0.004927835717148018,0.0038434110428968043,0.009308250765213362,0.006537349371959209,0.03332824422579909,0.013101607583586623,0.01457300943444186,0.004236105715473177,0.0016334176542766579,0.01950059533020663,0.005465445496645164,0.006865586218981866,0.01708502501633512,0.012503720508891638,0.008302046732204632,0.0036646519761781545,0.013789001079177448,0.004357005929941557,0.005313358847648874,0.006583259634507134,0.0127614623614296,0.003941040019834008,0.005417076928952165,0.006638762056607241,0.0028220584744832215,0.00822380622327936,0.005092406672652079,0.005386612972041762,0.00661648574583825,0.006554642178542063,0.012881841272460632,0.0055614976445535445,0.008318279316397193,0.010042291981081674,0.02316385194895459,0.006303059084743946,0.005594668631632201,0.02520707200113743
2013-07-12,0.0032434009021353443,0.07013008551617457,0.003938485467211925,0.0035857248931286867,0.0027248716209514186,0.01016838136093432,0.002870658579013856,0.00624468581118669,0.025307373038049252,0.00491571771400964,0.0011880542375174788,0.006436741200192164,0.07215287873837425,0.029179883086719018,0.005145668722625823,0.006265922730203839,0.02368042411967509,0.006587849362362715,0.004383562407790092,0.009788513976616018,0.0019200781815558194,0.008146841201221174,0.0023835429409736655,0.016529568681309816,0.004147489003330059,0.004057000036519277,0.011370003450885277,0.0036194361986460256,0.010371992490871578,0.0028654768562140945,0.006687430279320744,0.0035150639346368676,0.004783343077819174,0.004952286767266216,0.006637722174391713,0.007767660290221401,0.005656262655197132,0.009074667966722533,0.007624228284556469,0.01214620168508488,0.012749735842093532,0.00590912079797093,,0.04306017557276659,0.007722282599066065,0.003850154467272969,0.00679396267786819,0.003585692802041478,0.013297586868677557,0.012849518334518533,0.010785888978321955,0.028568055377238444,0.0012080628979673977,0.006778677347305141,0.0032855638820758625,0.0025732996497613153,0.0032924550812927765,0.004733555964872144,0.007537377422359694,0.004521274900123242,0.005130052139928072,0.0026120360295135334,0.003988886273699998,0.006641463786129158,0.006601196603215948,0.020231110738325203,0.007687811389931116,0.02281034344198497,0.0024043618845422166,0.0013529622998276376,0.08336609970287306,0.005154890223621614,0.0057565508692213035,0.012779896634970095,0.015872122307813617,0.006454562859338778,0.0023699813833384254,0.010643195323417008,0.007294669194407069,0.005673971857895595,0.005269854123578867,0.00965825707827578,0.003032497981939647,0.0056971285775870165,0.003948451580328567,0.0010785441464940585,0.0052921297034444524,0.004073632883041078,0.020708138830424126,0.004315679161330044,0.007621147311402013,0.006487930267948436,0.009415205317144187,0.009328739253842247,0.0052701430632771515,0.024023227683155766,0.005507737894003869,0.0028766873515811914,0.016271081741997175
2013-07-15,0.0034333139682376917,0.07690605142779901,0.002829223295405309,0.004751852221397093,0.003375972101582868,0.009689966710921906,0.0032942580732824847,0.005399688785246761,0.015780761678087115,0.006472503768555657,0.001722546170098028,0.0070366205452940395,0.02807508913439113,0.027213892274489834,0.0038416153545610793,0.005381996866100161,0.06562839182030711,0.0071288603487670785,0.005274992248873319,0.00642177199543766,0.002214603777329041,0.00830392051311889,0.0029740141108461743,0.019799290356648715,0.00270256687714307,0.003994776269661058,0.013597737061181215,0.00412860380009464,0.009535441962496454,0.0027381992968197274,0.00912663700064771,0.0035013699036788677,0.005509057164682312,0.004361905385934996,0.008203337166686822,0.014598773551941571,0.004410785414831617,0.005088399226642444,0.007581559116382079,0.01646723100858463,0.00933257471633134,0.00625410208686216,,0.04164168968430527,0.014433000479262326,0.006843161747554237,0.008349394630207178,0.005733012093832132,0.02144276000915584,0.012078917223389623,0.02408449098524112,0.03133489107868649,0.0018633261201456569,0.00915441296479577,0.0029905682164630353,0.0032768123547623966,0.007562571932698645,0.005701534591426854,0.008885860757772994,0.004892948763459999,0.005250045820716895,0.0034048010620830274,0.0052004177893295814,0.009152094345516107,0.010354114723554735,0.024948368020757672,0.009265512785142075,0.017413777954483105,0.0039398358091897396,0.0015887447470608073,0.025026235813557732,0.004414487177352577,0.007087929159506103,0.015526105498218326,0.01597786299988645,0.005941980768530919,0.0026318061450178506,0.017771855230672828,0.004139378070793978,0.004564573785705831,0.006166649372010769,0.010922364497241334,0.0030246811642721284,0.0052397608454842716,0.004774753672676606,0.001937629095530861,0.005462777569623791,0.004749606938824103,0.010498412428972015,0.0055439237404139976,0.005921234279350369,0.015277908013919829,0.0038441238018696667,0.009750242651269125,0.004183722109035729,0.01892016408083375,0.007576634011538631,0.003335952899173688,0.014915922930342483
