A,0.21331089279241167
AAL,0.015542440569082494
AAP,0.18892895032386203
AAPL,0.35271211778412415
ABBV,0.026744930056176397
ABC,0.3493345456360184
ABT,0.0819238136457141
ACN,0.0012625114470916632
ADBE,0.026457105314641405
ADI,0.5309229757259315
ADM,0.17328613766375445
ADP,0.050069176116164016
ADS,0.587639316250292
ADSK,0.15129394900273962
AEE,0.030505701162346188
AEP,0.042379862852982786
AES,0.37003285246741857
AET,0.18676531810644637
AFL,0.0053768183033766626
AGENEN,0.0
AGN,0.801493818986145
AIG,0.0034170677536018434
AIV,0.05846874477045794
AIZ,0.09058771898177231
AJG,0.025898773864127866
AKAM,0.19078214988556974
ALB,0.34656373584358247
ALGN,0.3348108670012284
ALK,0.8613736453089433
ALL,0.0022836250796429702
ALLE,0.009388626502843556
ALTAIC,0.0
ALXN,0.000935233460782614
AMAT,0.5312682756546911
AMD,0.008726252510882881
AME,0.05076504544800353
AMG,0.29652363591370445
AMGN,0.04227058850413501
AMP,0.3627572053633843
AMT,0.004148676131902063
AMZN,0.9939222639819094
ANDV,0.9757514197261612
ANSS,0.10158164583128526
ANTM,0.13871840911202482
AON,0.09786196977953554
AOS,0.3352949980655888
APA,0.9694596897884913
APC,0.8414414944270118
APD,0.3000020915984074
APH,0.01956056588114774
ARE,0.22081323920971596
ARMENA,0.0
ARNC,0.2753411629928264
ATVI,0.1729505944850558
AVB,0.0035501102493233905
AVGO,0.6219598374395785
AVY,0.09191113699593756
AWK,0.0885021268316093
AXP,0.25762446638410164
AYI,0.08344323839338785
AZO,0.178676328853955
BA,0.8938818812401673
BAC,0.6163546917579388
BAKERI,0.0
BAX,0.0040830254481547534
BBT,0.09889972503376843
BBY,0.27153278419675475
BCR,0.23230472759208287
BDX,0.007203903612790885
BEN,0.016135768299759157
BIFLOR,0.0
BIIB,0.007652211876186588
BK,0.1492653762503029
BLK,0.34649721291999724
BLL,0.030809420448643765
BMY,0.25261899825887735
BSX,0.08419721148703907
BWA,0.7689774132682574
BXP,0.024324855257731093
C,0.36196718117574056
CA,0.0010963794252849546
CAG,0.17933676549884536
CAH,0.0029014117685148832
CAT,0.17283752584151268
CB,0.015730861295955245
CBG,0.4182352472235873
CBOE,0.01713418291437674
CBS,0.2775482510629357
CCI,0.017473012108389696
CCL,0.09646127766599077
CELG,0.9930529358869158
CERN,0.16633748618615352
CF,0.9640492171550383
CFG,0.2594994874600518
CHD,0.013997576399922051
CHK,0.023894558742186378
CHRW,0.14656405754048718
CHTR,0.11753319314753985
CI,0.030814333881121758
CINF,0.05417754404776498
CL,0.026117227941920174
CLUSIA,0.0
CLX,0.02656396385423765
CMA,0.44915280257196644
CMCSA,0.05454794679841557
CME,0.015832349798079015
CMG,0.4954495481137302
CMI,0.038193994793708
CMS,0.04760033552379417
CNC,0.8681166160625388
CNP,0.0021312134215203393
COF,0.21535633507226382
COG,0.34270513283746595
COL,0.09519325155004932
COO,0.6828553642795572
COP,0.9498560919693229
COST,0.023138299383609784
COTY,0.19854743911203698
CPB,0.0065471826997181015
CRM,0.7378103482121037
CSCO,0.04504077828324715
CSRA,0.26839909774089277
CSX,0.08687834592256527
CTAS,0.0069782741221784406
CTL,0.41125691503906125
CTSH,0.08060752868454735
CTXS,0.3606507114874433
CVS,0.07972105780256133
CVX,0.1622775518197659
CXO,0.8760586973456563
D,0.001365406955052828
DAL,0.8285297924819273
DASYST,0.0
DE,0.011597045355589142
DFS,0.25749947675082785
DG,0.012022168419845602
DGX,0.016588319521067874
DHI,0.27620833271772094
DHR,0.004504240324237463
DIS,0.042635106903654796
DISCA,0.4954762435034563
DISCK,0.1380426718947907
DISH,0.5667644466927513
DLR,0.1270712262697664
DLTR,0.6951385936617658
DOV,0.13691254497940575
DPS,0.015250757205897525
DRE,0.05179307171699188
DRI,0.39606688761734454
DTE,0.013029639025319506
DUK,0.0897986816365417
DVA,0.1689555172881565
DVN,0.331062258965497
EA,0.4783985427513917
EBAY,0.3166133699960374
ECL,0.07067852603745983
ED,0.00861262083874581
EFX,0.033173748385934676
EIX,0.04570758955269971
EL,0.03351820524278004
EMN,0.03815531086850332
EMR,0.0010171232600515445
EOG,0.4485921242382662
EQIX,0.05787065507666855
EQR,0.02562831986761105
EQT,0.5234236872824429
ES,0.052006712421451606
ESRX,0.04370918539435875
ESS,0.06838528430831747
ETFC,0.7915610576152136
ETN,0.13696205501329928
ETR,0.09419954037991962
EVHC,0.6053165726922662
EW,0.12742663632990991
EXC,0.007378274243526439
EXPD,0.061443379174873414
EXPE,0.7631160335890976
EXR,0.05082498984489425
F,0.0824050451577647
FAST,0.008164295056091841
FB,0.19027225187660335
FBHS,0.008989909423074316
FCX,0.035196993300892654
FDX,0.1283802955711948
FE,0.039626080946159714
FFIV,0.11399948714818975
FIS,0.060637509215465624
FISV,0.01417748430355803
FITB,0.15773566362287594
FL,0.8758479635144271
FLIR,0.01582158683020296
FLR,0.20272951793183913
FLS,0.8001753962186454
FMC,0.48347690386127606
FOX,0.0048924998831170186
FOXA,0.003276705270062852
FRT,0.03690407244193161
FTI,0.4185145072360592
FTV,0.4686728861612217
GD,0.02055305070324276
GE,0.09187100916681556
GESNER,0.0
GGP,0.01495739075254332
GILD,0.18023041029788
GIS,0.0001467943863202592
GLW,0.008740513832351082
GM,0.05082698480482173
GOOG,0.05479606484856636
GOOGL,0.24119737136753439
GPC,0.1432437045631234
GPN,0.8747351287129823
GPS,0.9433448520733703
GREIGI,0.0
GRMN,0.4609378036170362
GS,0.07983360925513705
GT,0.2932018757527959
