,Equity(0 [A]),Equity(1 [AAL]),Equity(3 [AAPL]),Equity(4 [ABBV]),Equity(6 [ABT]),Equity(7 [ACN]),Equity(8 [ADBE]),Equity(17 [AET]),Equity(19 [AGN]),Equity(20 [AIG]),Equity(30 [ALXN]),Equity(31 [AMAT]),Equity(35 [AMGN]),Equity(37 [AMT]),Equity(38 [AMZN]),Equity(41 [ANTM]),Equity(44 [APA]),Equity(45 [APC]),Equity(50 [ATVI]),Equity(52 [AVGO]),Equity(55 [AXP]),Equity(58 [BA]),Equity(59 [BAC]),Equity(60 [BAX]),Equity(62 [BBY]),Equity(66 [BIIB]),Equity(70 [BMY]),Equity(74 [C]),Equity(75 [CA]),Equity(78 [CAT]),Equity(82 [CBS]),Equity(85 [CELG]),Equity(90 [CHK]),Equity(92 [CHTR]),Equity(98 [CMCSA]),Equity(100 [CMG]),Equity(106 [COG]),Equity(109 [COP]),Equity(110 [COST]),Equity(113 [CRM]),Equity(114 [CSCO]),Equity(116 [CSX]),Equity(121 [CVS]),Equity(122 [CVX]),Equity(124 [D]),Equity(125 [DAL]),Equity(126 [DE]),Equity(132 [DIS]),Equity(133 [DISCA]),Equity(147 [EBAY]),Equity(154 [EMR]),Equity(155 [EOG]),Equity(160 [ESRX]),Equity(167 [EXC]),Equity(173 [FB]),Equity(175 [FCX]),Equity(176 [FDX]),Equity(188 [FOXA]),Equity(192 [GE]),Equity(194 [GILD]),Equity(197 [GM]),Equity(198 [GOOG]),Equity(199 [GOOGL]),Equity(204 [GS]),Equity(207 [HAL]),Equity(211 [HCA]),Equity(214 [HD]),Equity(215 [HES]),Equity(220 [HON]),Equity(230 [HUM]),Equity(231 [IBM]),Equity(235 [ILMN]),Equity(238 [INTC]),Equity(244 [ISRG]),Equity(251 [JNJ]),Equity(253 [JPM]),Equity(261 [KMI]),Equity(263 [KO]),Equity(264 [KORS]),Equity(265 [KR]),Equity(268 [L]),Equity(275 [LLY]),Equity(276 [LMT]),Equity(279 [LOW]),Equity(282 [LUV]),Equity(284 [LYB]),Equity(285 [M]),Equity(291 [MAT]),Equity(292 [MCD]),Equity(294 [MCK]),Equity(296 [MDLZ]),Equity(297 [MDT]),Equity(298 [MET]),Equity(299 [MGM]),Equity(305 [MO]),Equity(306 [MON]),Equity(307 [MOS]),Equity(308 [MPC]),Equity(309 [MRK]),Equity(312 [MSFT]),Equity(316 [MU]),Equity(317 [MYL]),Equity(322 [NEM]),Equity(323 [NFLX]),Equity(326 [NKE]),Equity(329 [NOV]),Equity(339 [O]),Equity(342 [ORCL]),Equity(344 [OXY]),Equity(351 [PEP]),Equity(352 [PFE]),Equity(361 [PM]),Equity(367 [PRGO]),Equity(370 [PSX]),Equity(374 [PXD]),Equity(375 [PYPL]),Equity(376 [QCOM]),Equity(381 [REGN]),Equity(395 [SBUX]),Equity(397 [SCHW]),Equity(402 [SLB]),Equity(417 [SWKS]),Equity(422 [T]),Equity(426 [TGT]),Equity(428 [TJX]),Equity(430 [TMO]),Equity(437 [TWX]),Equity(438 [TXN]),Equity(440 [UAA]),Equity(441 [UAL]),Equity(445 [UNH]),Equity(447 [UNP]),Equity(448 [UPS]),Equity(450 [USB]),Equity(451 [UTX]),Equity(452 [V]),Equity(455 [VIAB]),Equity(456 [VLO]),Equity(465 [WBA]),Equity(468 [WFC]),Equity(472 [WMB]),Equity(473 [WMT]),Equity(478 [WYNN]),Equity(483 [XOM])
2015-02-13 00:00:00+00:00,136.835,46.924,119.815,51.618,42.845,83.711,76.51,92.941,279.16,50.393,182.29,23.001,141.21,89.87,381.83,133.224,62.782,86.712,22.44,103.693,73.787,136.835,15.787,36.258,34.64,361.007,54.988,49.421,68.068,76.389,57.367,115.88,20.955,177.88,27.957,674.89,27.616,63.513,136.288,62.85,26.203,33.616,95.954,98.491,94.207,41.983,82.751,99.849,31.45,22.216,52.575,94.604,84.9,29.683,75.74,19.91,171.566,33.339,22.42,94.207,21.005,549.01,551.16,180.271,41.692,68.068,103.786,71.854,96.516,149.202,142.027,198.54,31.238,170.243,90.466,54.674,37.415,37.411,73.27,34.676,66.23,64.783,179.037,68.103,42.048,78.887,21.005,23.001,86.363,219.44,34.552,69.896,40.921,21.005,47.782,116.857,47.695,47.14,52.602,40.303,31.85,55.85,24.212,66.585,44.152,49.766,26.203,41.768,71.311,89.524,30.752,71.004,147.593,69.481,157.451,,62.633,402.4,43.411,28.365,80.972,78.471,69.896,68.104,66.044,125.869,78.708,53.366,73.76,66.23,103.576,113.111,91.647,41.514,112.083,65.872,62.564,52.09,74.008,50.4,40.115,78.143,149.703,82.885
2015-02-17 00:00:00+00:00,137.008,46.556,120.523,52.214,43.143,83.254,77.13,93.425,280.657,51.355,178.97,23.011,141.909,89.702,375.43,133.895,62.539,85.965,22.809,104.371,74.732,137.008,15.806,35.948,34.791,366.768,55.043,49.894,68.842,76.614,57.722,116.32,21.134,176.45,27.644,670.93,27.597,63.14,136.686,62.07,26.096,33.401,96.814,98.159,96.0,42.229,82.641,99.801,30.8,22.194,52.235,94.184,85.19,29.311,75.6,20.557,174.551,33.671,22.438,96.0,21.407,542.84,545.01,181.244,42.333,68.842,103.888,72.331,96.165,151.342,142.523,198.86,31.579,171.333,91.211,55.068,37.531,37.251,72.75,34.861,64.93,65.701,179.601,68.5,41.359,78.843,21.407,23.011,85.189,220.572,34.9,72.505,41.589,21.407,48.114,116.754,47.403,47.295,52.584,40.322,32.33,56.53,23.636,67.137,44.065,51.417,26.096,41.682,70.813,88.829,30.699,70.867,148.572,69.735,157.261,,62.562,404.18,43.625,28.959,81.439,79.324,72.505,68.569,65.424,126.283,78.905,53.582,72.9,64.93,103.879,113.056,92.295,41.514,112.148,66.175,62.89,52.205,73.321,50.436,40.31,78.28,147.504,82.601
2015-02-18 00:00:00+00:00,138.151,47.816,121.357,52.676,43.143,83.375,77.73,93.686,277.82,51.094,180.29,22.982,143.326,89.683,373.37,133.971,61.565,84.22,22.732,103.552,75.394,138.151,15.492,35.232,34.649,369.727,54.961,49.634,68.524,76.093,57.348,118.41,20.627,174.29,27.372,674.57,27.046,61.559,136.408,63.0,26.256,32.973,97.328,96.447,96.093,42.795,85.242,99.552,30.9,22.385,52.727,93.032,85.17,30.029,76.71,20.891,174.784,33.286,22.509,96.093,21.827,539.7,542.65,179.956,41.88,68.524,103.879,72.106,96.738,151.87,143.612,198.62,31.151,170.953,90.775,54.399,37.602,37.179,69.8,34.947,66.72,65.196,180.51,68.548,42.291,78.448,21.827,22.982,85.397,220.172,34.703,72.905,40.784,21.827,48.201,116.66,48.005,47.664,52.593,40.276,32.17,56.55,24.173,67.865,44.91,52.079,26.256,41.929,69.818,89.705,30.61,71.115,147.3,68.873,156.553,,62.332,405.8,44.084,28.326,80.385,79.147,72.905,69.204,64.547,126.253,78.436,53.343,74.12,66.72,103.888,113.803,92.394,41.017,112.767,65.747,61.756,52.685,73.124,49.662,39.523,78.581,148.932,80.79
2015-02-19 00:00:00+00:00,140.508,48.272,121.107,52.463,43.329,84.158,77.73,93.444,283.142,51.346,182.28,23.774,143.574,88.807,378.995,134.736,62.389,83.474,22.639,104.399,74.09,140.508,15.406,34.728,34.658,374.898,54.54,49.344,69.12,74.747,57.089,120.21,20.279,174.525,27.198,673.28,27.233,61.277,135.885,62.81,26.096,33.103,95.944,94.622,94.974,43.409,84.286,99.581,31.1,22.68,52.584,91.558,85.5,29.604,79.42,20.714,173.685,33.421,22.5,94.974,21.964,542.87,546.45,180.376,41.739,69.12,102.905,71.527,96.812,149.798,145.117,202.34,31.101,170.49,91.447,54.271,37.451,37.518,69.59,34.476,66.09,65.297,183.364,68.33,42.495,79.982,21.964,23.774,85.045,219.889,34.754,72.561,41.114,21.964,48.411,117.503,48.324,48.129,52.146,40.248,31.81,57.22,23.9,67.8,44.948,50.587,26.096,41.939,69.166,89.154,30.548,70.79,148.268,70.215,159.755,,62.721,426.6,44.165,28.511,79.689,79.626,72.561,68.605,64.69,126.046,78.755,53.435,73.83,66.09,104.134,112.521,92.223,40.824,113.617,65.742,62.858,53.494,72.475,49.698,40.115,76.058,148.979,79.396
2015-02-20 00:00:00+00:00,144.676,49.475,122.092,54.508,44.137,84.363,78.55,94.682,289.334,51.57,186.02,23.964,145.055,89.991,383.66,136.568,62.005,82.843,22.634,105.491,75.441,144.676,15.568,34.975,34.791,376.115,55.428,49.981,69.309,75.77,57.051,123.43,20.18,175.89,27.503,674.0,27.577,61.241,136.691,63.74,26.363,33.122,96.019,94.841,94.863,44.846,84.948,100.214,30.93,22.826,52.566,88.903,86.08,29.577,79.895,20.881,173.54,33.901,22.68,94.863,22.15,538.95,541.8,182.665,40.909,69.309,104.111,71.358,97.422,152.573,144.905,203.135,31.283,171.103,91.683,54.793,37.326,37.393,68.98,34.642,68.01,65.995,185.437,69.531,43.485,79.307,22.15,23.964,85.045,223.607,34.731,73.174,41.508,22.15,48.524,116.988,48.378,48.092,52.191,40.576,32.03,57.87,24.994,68.314,45.538,50.801,26.363,41.616,68.728,89.461,30.681,71.15,148.053,70.134,158.359,,63.198,423.78,44.326,28.871,78.681,80.82,73.174,68.775,65.558,129.38,79.327,53.877,75.03,68.01,106.585,114.089,92.459,41.1,114.727,66.695,63.226,53.974,72.504,49.944,39.758,76.768,148.885,79.822
2015-02-23 00:00:00+00:00,141.413,49.756,125.397,53.859,43.989,84.438,78.1,97.351,286.086,50.963,184.14,23.755,145.755,90.737,380.14,139.175,62.005,82.911,22.693,106.234,75.885,141.413,15.397,35.356,34.534,376.603,56.133,49.537,70.372,74.918,57.214,123.82,19.593,175.875,27.367,671.17,27.105,60.822,137.483,62.58,26.381,33.327,96.543,94.194,96.62,44.61,83.615,100.635,32.335,22.845,52.629,89.733,86.72,29.923,78.84,20.204,173.345,33.964,22.644,96.62,22.072,531.91,535.0,181.52,40.777,70.372,104.148,70.956,96.516,160.782,144.25,200.95,30.692,171.233,91.61,54.381,37.468,37.286,69.71,34.809,68.84,65.269,186.891,69.691,43.398,80.254,22.072,23.755,85.153,224.251,34.754,73.601,40.921,22.072,48.437,116.66,48.278,48.448,52.146,40.849,31.4,57.65,25.365,67.405,45.577,50.643,26.381,41.625,68.471,89.813,30.53,71.021,148.718,71.938,155.805,,62.686,425.11,44.359,28.735,78.37,82.454,73.601,68.614,65.243,129.193,78.614,53.647,75.87,68.84,110.163,114.172,92.287,40.971,114.366,66.698,63.779,55.557,73.876,50.19,39.904,77.042,144.996,79.014
2015-02-24 00:00:00+00:00,141.084,49.959,124.614,54.126,44.128,84.699,77.68,96.857,282.819,51.402,182.29,24.184,144.789,88.238,378.59,139.109,62.651,83.27,22.858,106.545,76.415,141.084,15.568,35.572,33.888,373.202,56.28,50.097,69.925,75.824,56.955,123.18,19.762,177.77,27.818,667.91,27.911,60.977,137.316,61.93,26.381,33.14,96.636,94.282,96.795,45.404,84.093,100.329,33.0,22.975,52.459,89.42,87.62,30.817,78.45,20.822,172.859,33.843,22.842,96.795,21.416,536.09,538.65,183.342,40.682,69.925,108.294,71.536,96.921,160.704,145.95,199.7,31.283,170.623,92.085,55.728,37.593,37.536,68.39,34.704,70.89,65.095,187.827,70.561,44.039,80.053,21.416,24.184,85.758,224.622,34.764,73.388,41.347,21.416,48.62,117.016,48.479,47.915,52.2,40.794,30.77,57.215,25.219,67.839,45.773,50.997,26.381,41.72,68.428,89.931,30.486,71.552,150.117,72.546,156.972,,63.066,420.64,44.298,29.037,78.159,84.54,73.388,68.846,64.06,130.051,78.473,54.282,75.55,70.89,109.245,113.194,92.785,41.192,114.431,66.566,64.332,54.756,75.568,50.436,40.026,77.014,138.109,79.378
2015-02-25 00:00:00+00:00,139.832,48.224,121.428,53.904,44.063,84.466,78.07,96.229,284.081,51.178,184.9,23.936,145.442,91.222,385.37,138.816,63.512,83.774,22.775,106.074,77.653,139.832,15.672,35.469,33.923,376.935,56.069,50.28,70.491,76.407,57.319,123.1,17.874,182.21,28.03,675.52,29.395,61.377,136.64,62.87,26.256,32.954,96.711,94.823,96.546,44.279,84.203,101.191,32.94,22.955,52.235,90.806,85.09,30.551,79.56,21.097,170.759,33.517,23.31,96.546,21.504,543.87,547.33,182.865,41.211,70.491,107.886,71.686,97.004,161.613,144.161,196.22,30.86,169.22,92.552,56.021,37.54,37.464,68.56,34.433,68.69,64.599,186.227,70.353,42.845,78.536,21.504,23.936,89.081,224.036,34.44,73.025,41.162,21.504,48.55,116.351,48.816,47.678,52.316,40.701,30.48,56.5,25.453,68.332,46.445,51.053,26.256,41.578,68.822,89.859,30.77,71.518,149.506,71.721,159.945,,63.34,423.04,44.682,28.939,78.068,84.108,73.025,69.025,66.178,129.281,77.741,54.411,76.45,68.69,107.939,113.453,92.459,41.303,114.043,66.698,63.806,54.463,75.211,50.4,40.091,76.104,134.398,79.538
2015-02-26 00:00:00+00:00,138.662,47.855,122.96,53.815,44.258,84.186,78.96,96.026,283.474,51.299,183.11,23.755,146.261,92.182,384.8,138.58,61.555,82.64,22.673,121.673,78.673,138.662,15.245,35.372,33.259,378.004,56.289,50.589,71.772,75.196,56.706,123.35,17.098,182.18,27.809,670.29,28.403,59.85,135.871,70.24,26.63,32.112,97.393,93.496,96.324,43.409,83.799,100.223,32.445,23.03,51.912,87.976,84.54,30.082,80.41,20.714,169.748,33.435,23.292,96.324,21.485,555.48,559.29,183.895,40.286,71.772,107.023,70.545,96.307,159.639,142.443,198.46,30.592,168.776,94.006,56.424,36.746,37.83,67.89,34.309,67.42,64.296,184.382,70.041,42.806,76.66,21.485,23.755,90.616,224.134,34.496,73.193,41.058,21.485,48.943,112.361,48.488,48.762,52.736,40.761,30.62,57.245,25.707,69.004,46.661,49.682,26.63,41.73,67.201,89.47,30.708,70.944,151.972,72.6,155.636,,63.631,419.87,44.819,29.085,76.858,84.923,73.193,68.802,64.928,128.364,77.675,54.705,77.01,67.42,107.57,111.914,92.368,41.386,113.396,66.878,63.135,55.085,76.753,50.236,39.628,76.313,134.135,78.695
2015-02-27 00:00:00+00:00,137.858,46.449,121.117,53.797,44.035,83.935,79.1,96.258,285.02,51.673,180.37,23.888,145.111,92.424,380.16,138.325,61.649,81.661,22.644,120.139,77.104,137.858,15.026,35.619,33.746,377.534,55.794,50.599,71.047,74.388,56.667,121.53,16.581,180.6,27.917,664.97,28.501,59.259,136.158,69.38,26.274,32.112,97.113,93.164,95.714,42.086,83.266,99.763,32.299,22.782,51.894,87.576,84.79,30.047,78.97,21.225,172.062,33.613,23.382,95.714,21.27,558.4,562.63,181.589,40.512,71.047,106.439,70.217,95.508,160.646,143.391,195.46,30.229,166.666,93.74,56.149,36.559,38.578,67.41,33.862,65.18,64.425,183.21,70.032,41.99,75.918,21.27,23.888,90.06,223.391,34.698,72.06,40.897,21.27,49.117,112.792,48.543,47.833,52.361,40.572,30.67,57.325,25.727,67.844,46.723,50.689,26.274,41.663,66.823,89.389,30.468,71.081,151.209,71.149,152.134,,64.073,413.84,44.314,28.569,77.106,84.127,72.06,68.739,65.472,128.226,77.148,54.135,77.01,65.18,107.541,111.451,92.25,41.091,112.693,66.282,63.434,54.836,78.097,49.908,39.815,76.431,133.881,78.597
2015-03-02 00:00:00+00:00,140.554,46.847,121.711,53.761,43.896,85.007,79.79,97.177,290.84,51.972,184.62,24.441,146.868,92.667,385.655,138.778,61.602,79.518,22.571,121.457,77.52,140.554,15.216,36.036,34.215,383.249,57.058,51.632,71.494,74.478,59.208,120.31,16.502,185.95,28.148,670.86,28.648,58.532,137.066,68.46,26.88,32.449,97.412,92.483,95.991,42.908,83.661,101.498,32.65,22.967,52.261,86.931,84.93,29.081,79.75,20.734,171.887,33.762,23.49,95.991,21.407,571.34,575.02,183.503,40.729,71.494,107.71,69.31,97.181,158.32,142.098,194.06,30.965,167.751,94.39,56.598,36.399,38.489,67.95,33.762,66.81,65.297,185.93,70.977,42.942,76.086,21.407,24.441,91.062,222.922,34.656,73.211,41.693,21.407,49.301,113.607,48.789,46.366,52.396,40.599,31.24,57.89,25.297,68.607,47.507,52.033,26.88,41.863,66.703,89.407,30.868,71.073,154.224,69.825,154.359,,64.572,418.44,44.665,29.378,77.527,87.368,73.211,69.499,66.264,129.558,78.005,55.184,77.04,66.81,108.27,111.905,92.432,41.339,113.876,67.988,64.169,52.152,78.604,50.6,39.807,76.459,133.815,78.153
2015-03-03 00:00:00+00:00,142.172,47.293,121.965,53.014,43.775,84.69,78.99,96.49,289.784,51.906,182.51,23.349,145.883,91.622,384.61,137.89,62.473,80.255,22.431,120.704,77.407,142.172,15.245,35.758,34.702,380.484,56.71,51.863,70.302,74.334,60.215,118.47,16.104,186.96,28.19,668.43,28.688,58.877,136.538,66.95,26.301,31.934,96.72,91.836,95.029,43.277,83.881,101.939,33.995,22.918,52.306,88.21,84.35,29.249,79.6,20.597,171.255,34.228,23.265,95.029,21.553,573.64,578.795,183.005,40.843,70.302,107.663,69.665,96.679,156.609,142.585,196.03,30.997,169.69,93.585,56.781,36.63,38.266,68.34,33.305,69.0,64.608,183.1,70.901,42.747,76.43,21.553,23.349,90.825,222.405,34.421,72.468,41.725,21.553,49.266,112.577,48.178,46.817,52.182,40.044,29.66,55.435,25.033,67.815,47.132,50.773,26.301,41.245,66.935,88.865,30.681,70.858,152.922,70.814,159.097,,63.462,412.505,44.558,29.163,77.793,85.076,72.468,69.786,65.444,127.96,78.373,53.923,76.44,69.0,106.813,109.783,92.042,41.22,112.499,67.257,64.831,53.405,78.219,50.509,39.904,75.921,131.598,77.78
2015-03-04 00:00:00+00:00,141.057,47.467,121.192,53.592,43.7,84.755,77.63,98.385,289.696,51.719,182.53,23.144,146.463,91.883,382.72,138.419,62.295,80.807,22.265,121.814,76.197,141.057,15.102,35.67,35.243,381.719,60.145,51.805,74.414,73.338,59.889,119.57,15.398,185.74,28.411,664.16,28.236,58.396,136.353,64.879,26.114,32.046,96.374,91.836,95.279,42.681,83.128,101.191,33.8,22.94,51.769,88.327,84.83,28.895,80.895,20.479,169.767,33.584,23.085,95.279,21.612,573.37,578.33,181.475,40.805,74.414,106.448,69.993,95.759,156.58,141.159,192.68,31.02,166.853,92.954,56.928,36.586,37.865,67.14,33.148,68.67,64.865,182.221,69.965,42.796,77.093,21.612,23.144,91.29,222.385,34.233,72.617,41.363,21.612,48.681,112.258,47.528,46.471,51.77,39.836,29.265,55.605,24.613,67.11,46.916,51.091,26.114,41.463,67.209,88.518,30.752,70.404,154.664,70.696,162.598,,62.964,413.04,44.113,29.085,78.003,86.433,72.617,69.535,65.138,127.131,78.297,53.693,75.51,68.67,107.721,109.551,91.062,40.907,111.889,66.878,64.269,52.516,78.04,49.935,39.701,75.202,130.419,77.39
2015-03-05 00:00:00+00:00,141.166,46.929,119.184,50.56,44.1,85.818,78.62,98.714,289.265,51.934,185.79,23.058,146.84,92.517,387.83,138.703,61.265,80.313,22.615,122.916,76.689,141.166,15.255,35.65,35.101,392.301,60.493,51.699,72.408,73.141,59.017,120.71,15.826,184.48,28.361,670.49,28.029,57.56,140.059,65.59,26.087,31.709,96.636,91.461,95.607,41.963,83.137,100.674,33.56,23.243,52.037,87.449,84.28,29.205,81.21,19.812,169.962,33.488,23.229,95.607,21.465,575.33,581.435,181.867,40.682,72.408,107.515,68.74,95.834,158.427,142.718,200.13,30.665,166.506,93.75,56.809,36.408,37.776,67.14,35.366,67.92,64.81,182.34,70.476,42.884,77.747,21.465,23.058,90.251,223.88,34.299,72.905,41.629,21.465,48.428,111.706,46.182,46.352,51.86,39.887,29.28,56.685,24.72,66.807,47.368,49.99,26.087,41.644,66.489,88.399,30.601,70.01,156.622,69.717,160.034,,63.039,428.95,44.383,29.416,77.71,87.77,72.905,69.965,65.548,129.666,78.467,53.711,75.79,67.92,108.639,109.662,91.334,41.063,111.658,66.971,63.797,53.299,78.21,49.953,38.954,76.104,130.593,76.999
2015-03-06 00:00:00+00:00,139.933,46.541,119.363,49.475,43.226,84.531,77.55,97.341,283.611,52.299,181.65,22.801,142.498,90.066,380.09,137.697,59.111,79.237,22.401,120.393,75.895,139.933,15.464,34.887,35.172,384.945,59.641,51.217,72.318,71.84,58.096,118.03,15.08,183.52,28.383,658.68,27.439,57.069,138.553,64.56,25.753,31.522,95.271,90.43,94.123,41.386,82.953,99.514,33.08,23.553,50.676,86.453,82.27,28.585,80.005,19.076,168.377,33.128,22.869,94.123,21.162,567.685,572.9,178.834,40.152,72.318,106.16,66.766,94.663,156.101,140.345,193.14,30.174,164.68,91.546,55.792,36.024,36.992,65.98,35.385,66.67,62.809,181.021,69.483,42.106,77.234,21.162,22.801,88.448,219.387,33.087,71.029,42.353,21.162,46.569,110.675,44.9,44.867,50.84,39.193,28.5,55.44,22.766,64.874,46.622,49.001,25.753,40.294,64.772,87.436,30.157,68.588,153.519,68.338,155.775,,63.55,422.13,43.712,30.225,76.144,87.004,71.029,69.079,64.89,126.756,79.277,53.067,74.8,66.67,106.832,107.92,91.244,41.146,110.4,65.801,63.779,52.214,77.411,49.726,38.8,75.211,128.714,76.014
2015-03-09 00:00:00+00:00,141.422,46.468,119.872,49.386,43.533,84.643,77.93,98.172,287.211,52.401,184.91,22.973,142.617,90.038,378.56,139.205,57.501,78.568,22.639,119.668,76.084,141.422,15.417,35.14,35.278,382.991,60.777,51.11,71.196,72.513,58.163,118.41,14.156,184.03,28.477,660.34,27.056,56.323,139.605,65.48,26.141,31.775,95.832,90.78,93.717,42.133,84.571,100.894,32.805,23.921,51.159,85.623,81.89,28.434,79.44,19.252,168.299,33.488,23.067,93.717,20.467,568.85,574.1,179.81,39.829,71.196,106.903,65.859,95.843,158.652,142.355,193.07,29.747,164.196,92.049,56.351,35.739,36.876,64.33,35.727,66.15,63.883,182.926,70.192,42.203,77.411,20.467,22.973,88.977,220.119,33.275,71.419,42.104,20.467,46.971,110.872,45.174,45.45,51.216,39.646,28.66,55.74,21.906,63.661,46.872,48.171,26.141,40.589,64.798,87.317,30.211,68.931,156.769,69.182,152.823,,64.617,426.87,44.103,30.166,75.456,88.312,71.419,70.296,65.081,126.352,80.295,53.785,75.8,66.15,108.743,108.587,91.18,41.349,112.545,66.309,64.65,52.09,78.492,49.799,39.222,75.475,124.805,75.597
2015-03-10 00:00:00+00:00,139.293,45.319,117.392,49.653,42.92,82.098,76.005,96.848,281.342,50.94,181.28,22.419,141.302,88.164,369.51,136.862,56.321,76.836,22.081,117.785,74.761,139.293,15.055,35.14,35.402,381.783,60.017,49.45,69.756,71.705,57.125,118.33,13.758,181.34,27.597,654.74,26.437,55.324,137.27,63.76,25.517,31.288,94.925,89.871,91.368,41.046,83.624,98.814,32.365,23.294,50.254,84.13,81.39,28.461,77.55,18.487,165.467,33.073,22.644,91.368,19.605,555.01,559.85,174.815,39.138,69.756,104.955,64.755,94.012,155.388,139.734,193.12,28.819,162.506,91.015,54.94,35.739,36.253,64.7,35.218,64.61,63.148,180.948,69.058,41.756,74.566,19.605,22.419,87.683,215.724,32.41,70.462,40.663,19.605,46.421,109.617,44.258,43.787,50.608,38.888,27.61,55.305,21.296,62.151,46.43,47.267,25.517,39.762,63.949,85.854,29.989,67.902,155.585,67.132,151.596,,63.888,422.84,43.696,29.514,74.494,87.435,70.462,69.49,64.49,125.297,78.58,52.569,74.6,64.61,106.434,106.344,90.201,40.262,108.524,64.79,63.353,51.352,77.758,48.542,38.719,74.738,121.677,74.798
2015-03-11 00:00:00+00:00,138.151,45.954,115.252,50.347,43.04,80.979,76.01,96.732,286.487,51.22,178.81,22.367,140.492,88.22,366.37,136.957,57.267,77.323,22.149,117.352,75.082,138.151,15.36,34.782,35.624,376.17,60.081,50.512,71.265,71.517,57.279,117.58,14.205,182.61,27.297,660.77,27.439,55.714,136.566,63.68,25.161,31.503,94.953,90.422,91.498,41.613,82.926,98.622,32.4,23.477,49.735,84.481,81.24,28.195,77.57,18.457,166.985,32.977,22.662,91.498,19.175,551.18,555.69,176.222,39.138,71.265,105.43,65.092,93.529,157.342,138.84,190.235,29.392,164.503,89.909,55.196,35.489,35.727,65.22,35.556,65.97,62.855,180.609,69.067,42.631,75.211,19.175,22.367,86.472,217.023,32.26,70.629,40.913,19.175,45.566,109.495,43.819,44.129,50.142,38.841,27.88,59.0,21.755,62.884,45.867,47.211,25.161,39.429,64.331,85.126,29.855,66.677,157.846,67.604,152.753,,62.453,424.55,43.335,29.874,74.458,88.394,70.629,69.589,64.051,126.194,78.165,52.634,74.61,65.97,107.035,105.918,89.521,40.299,109.393,64.68,62.99,51.325,77.561,48.915,38.012,73.927,118.966,74.585
2015-03-12 00:00:00+00:00,138.946,47.205,117.336,51.574,43.924,82.228,77.4,98.743,292.132,52.044,178.0,22.667,141.918,89.749,374.24,139.879,56.34,76.058,22.129,118.727,77.076,138.946,15.341,34.776,36.182,375.737,61.042,52.201,71.921,71.956,59.259,118.82,13.838,193.46,27.894,670.39,27.371,55.769,138.456,64.95,25.144,31.99,96.262,89.444,92.385,42.852,82.88,102.725,32.39,23.372,50.219,83.661,82.285,28.957,78.93,18.536,168.952,33.348,22.851,92.385,19.302,555.51,561.17,181.742,38.835,71.921,108.255,64.316,95.211,160.548,139.884,188.11,28.001,166.416,91.29,56.232,35.454,36.44,65.42,36.308,67.74,63.864,182.047,70.835,43.73,76.015,19.302,22.667,87.647,219.855,32.88,71.289,41.709,19.302,45.836,110.928,43.718,43.582,50.643,37.953,28.02,62.3,21.804,64.045,46.685,46.872,25.144,39.571,64.608,87.017,30.184,67.457,162.965,67.25,152.882,,61.653,425.16,44.264,30.234,74.155,89.026,71.289,70.949,65.52,126.993,79.702,52.68,76.69,67.74,109.086,106.696,90.382,40.962,112.074,65.86,63.527,51.361,79.197,50.637,38.119,75.036,118.68,74.762
2015-03-13 00:00:00+00:00,138.516,47.729,116.525,51.574,43.58,81.921,77.62,100.648,292.445,51.763,176.89,23.116,141.927,87.856,370.58,142.297,55.581,76.282,22.324,117.672,76.169,138.516,15.341,34.963,35.898,381.0,61.244,51.68,71.305,71.095,58.567,117.73,13.718,191.13,27.762,674.51,27.636,56.023,138.308,64.599,24.876,31.943,96.543,88.745,92.09,43.012,82.245,102.025,32.03,23.239,49.511,83.349,81.37,28.691,78.05,17.8,168.698,32.813,22.527,92.09,18.999,547.32,553.0,181.159,38.067,71.305,107.062,64.531,94.012,162.718,136.608,188.21,28.119,164.483,90.723,55.893,35.587,35.847,64.739,36.337,67.57,64.167,180.517,70.098,43.282,73.982,18.999,23.116,87.738,219.426,32.42,71.019,41.315,18.999,45.29,109.458,42.885,43.824,50.67,38.286,28.715,59.76,21.814,62.628,46.093,46.185,24.876,40.294,63.101,85.754,30.184,66.532,162.907,67.685,154.249,,61.004,429.38,44.222,29.543,73.679,89.084,71.019,70.841,64.852,125.828,79.249,52.583,76.05,67.57,109.437,106.131,89.348,40.796,109.763,64.748,62.088,52.028,78.698,50.409,37.93,75.036,119.384,74.452
