,Equity(0 [A]),Equity(1 [AAL]),Equity(3 [AAPL]),Equity(4 [ABBV]),Equity(6 [ABT]),Equity(7 [ACN]),Equity(8 [ADBE]),Equity(17 [AET]),Equity(19 [AGN]),Equity(20 [AIG]),Equity(30 [ALXN]),Equity(31 [AMAT]),Equity(35 [AMGN]),Equity(37 [AMT]),Equity(38 [AMZN]),Equity(41 [ANTM]),Equity(44 [APA]),Equity(45 [APC]),Equity(50 [ATVI]),Equity(52 [AVGO]),Equity(55 [AXP]),Equity(58 [BA]),Equity(59 [BAC]),Equity(60 [BAX]),Equity(62 [BBY]),Equity(66 [BIIB]),Equity(70 [BMY]),Equity(74 [C]),Equity(75 [CA]),Equity(78 [CAT]),Equity(82 [CBS]),Equity(85 [CELG]),Equity(90 [CHK]),Equity(92 [CHTR]),Equity(98 [CMCSA]),Equity(100 [CMG]),Equity(106 [COG]),Equity(109 [COP]),Equity(110 [COST]),Equity(113 [CRM]),Equity(114 [CSCO]),Equity(116 [CSX]),Equity(121 [CVS]),Equity(122 [CVX]),Equity(124 [D]),Equity(125 [DAL]),Equity(126 [DE]),Equity(132 [DIS]),Equity(133 [DISCA]),Equity(147 [EBAY]),Equity(154 [EMR]),Equity(155 [EOG]),Equity(160 [ESRX]),Equity(167 [EXC]),Equity(173 [FB]),Equity(175 [FCX]),Equity(176 [FDX]),Equity(188 [FOXA]),Equity(192 [GE]),Equity(194 [GILD]),Equity(197 [GM]),Equity(198 [GOOG]),Equity(199 [GOOGL]),Equity(204 [GS]),Equity(207 [HAL]),Equity(211 [HCA]),Equity(214 [HD]),Equity(215 [HES]),Equity(220 [HON]),Equity(230 [HUM]),Equity(231 [IBM]),Equity(235 [ILMN]),Equity(238 [INTC]),Equity(244 [ISRG]),Equity(251 [JNJ]),Equity(253 [JPM]),Equity(261 [KMI]),Equity(263 [KO]),Equity(264 [KORS]),Equity(265 [KR]),Equity(268 [L]),Equity(275 [LLY]),Equity(276 [LMT]),Equity(279 [LOW]),Equity(282 [LUV]),Equity(284 [LYB]),Equity(285 [M]),Equity(291 [MAT]),Equity(292 [MCD]),Equity(294 [MCK]),Equity(296 [MDLZ]),Equity(297 [MDT]),Equity(298 [MET]),Equity(299 [MGM]),Equity(305 [MO]),Equity(306 [MON]),Equity(307 [MOS]),Equity(308 [MPC]),Equity(309 [MRK]),Equity(312 [MSFT]),Equity(316 [MU]),Equity(317 [MYL]),Equity(322 [NEM]),Equity(323 [NFLX]),Equity(326 [NKE]),Equity(329 [NOV]),Equity(339 [O]),Equity(342 [ORCL]),Equity(344 [OXY]),Equity(351 [PEP]),Equity(352 [PFE]),Equity(361 [PM]),Equity(367 [PRGO]),Equity(370 [PSX]),Equity(374 [PXD]),Equity(375 [PYPL]),Equity(376 [QCOM]),Equity(381 [REGN]),Equity(395 [SBUX]),Equity(397 [SCHW]),Equity(402 [SLB]),Equity(417 [SWKS]),Equity(422 [T]),Equity(426 [TGT]),Equity(428 [TJX]),Equity(430 [TMO]),Equity(437 [TWX]),Equity(438 [TXN]),Equity(440 [UAA]),Equity(441 [UAL]),Equity(445 [UNH]),Equity(447 [UNP]),Equity(448 [UPS]),Equity(450 [USB]),Equity(451 [UTX]),Equity(452 [V]),Equity(455 [VIAB]),Equity(456 [VLO]),Equity(465 [WBA]),Equity(468 [WFC]),Equity(472 [WMB]),Equity(473 [WMT]),Equity(478 [WYNN]),Equity(483 [XOM])
2014-06-04 00:00:00+00:00,121.451,41.229,85.713,47.433,36.366,76.768,64.17,76.109,206.408,50.896,169.59,20.293,108.131,82.035,306.78,101.461,85.742,98.075,20.129,66.66,86.016,121.451,14.36,37.078,24.863,294.2,42.627,46.189,54.392,91.556,56.955,79.41,27.207,147.48,24.282,558.84,35.301,70.426,103.433,51.07,21.34,26.877,72.314,103.98,76.752,39.601,81.795,79.746,78.63,19.847,58.482,103.32,70.49,32.122,63.34,32.767,138.489,33.975,23.07,76.752,25.146,544.66,553.76,153.922,61.286,54.392,73.969,85.558,85.91,121.632,160.192,160.93,24.581,123.376,92.019,50.004,29.342,35.564,93.84,22.657,46.87,53.166,147.255,44.033,26.478,86.562,25.146,20.293,90.902,184.474,35.419,57.909,43.187,25.146,34.779,112.243,44.062,39.39,50.669,36.582,28.97,49.59,22.291,60.458,36.304,69.872,21.34,39.302,80.754,77.886,25.634,72.83,133.364,74.437,213.944,,69.828,311.89,35.005,24.381,93.691,44.572,57.909,49.977,52.518,115.75,60.381,42.292,53.62,46.87,75.233,90.034,91.498,38.366,106.523,51.365,77.932,47.626,69.789,45.569,36.896,69.395,191.642,86.909
2014-06-05 00:00:00+00:00,122.788,40.835,86.05,48.058,36.732,76.887,65.47,75.85,203.474,50.97,169.5,20.5,106.851,82.698,323.57,100.182,86.363,98.239,20.11,66.902,86.944,122.788,14.568,37.54,24.968,295.076,42.349,46.912,55.872,93.882,57.45,80.86,27.746,147.62,24.477,561.03,35.556,70.647,104.714,51.37,21.514,27.495,72.74,104.975,76.549,38.972,82.209,80.257,80.27,19.897,59.052,104.806,71.12,32.285,63.186,33.014,138.15,34.539,23.261,76.549,24.901,553.9,564.93,154.102,61.755,55.872,73.822,85.456,86.917,120.768,161.468,164.09,24.634,122.946,92.503,50.857,29.834,35.651,93.36,22.723,47.0,53.489,148.875,44.247,26.401,85.619,24.901,20.5,90.911,183.648,35.484,56.828,42.919,24.901,34.83,112.853,44.026,39.417,50.818,37.389,29.04,49.84,22.417,61.192,36.18,69.817,21.514,39.679,81.35,78.18,25.738,72.773,136.099,74.277,214.423,,69.6,308.54,35.028,24.817,93.862,44.305,56.828,50.248,52.981,116.949,60.704,42.788,55.05,47.0,74.57,91.176,92.076,38.484,107.46,51.557,78.362,48.577,70.762,46.095,37.274,69.566,187.667,87.352
2014-06-06 00:00:00+00:00,124.072,42.25,85.813,47.885,36.641,76.841,66.91,76.186,204.54,51.402,170.2,20.538,106.924,83.334,329.67,99.535,87.419,98.354,20.314,66.678,88.921,124.072,14.719,37.484,25.281,292.697,42.385,47.202,55.207,94.953,57.688,80.655,27.607,148.87,24.57,569.17,35.399,71.344,105.141,51.8,21.628,28.049,73.017,105.544,76.17,39.657,83.11,80.097,80.67,19.552,59.289,106.185,71.38,32.242,62.5,33.166,138.199,34.492,23.617,76.17,24.607,556.33,566.03,157.524,62.776,55.207,74.061,86.494,87.146,122.74,161.806,168.95,25.088,123.753,92.467,51.162,30.23,35.739,94.33,22.699,48.05,53.534,149.627,44.593,26.701,85.585,24.607,20.538,90.476,183.716,35.484,57.222,43.203,24.607,34.914,112.631,43.945,39.323,50.599,37.634,29.54,49.73,22.505,61.447,36.352,70.632,21.628,40.179,81.512,78.313,25.444,73.129,135.718,75.024,218.332,,70.23,311.21,35.314,25.126,95.741,44.619,57.222,50.414,53.36,117.745,58.356,42.878,56.01,48.05,74.691,91.868,92.049,38.837,108.124,51.746,78.523,48.211,70.229,46.408,37.549,69.467,186.874,88.264
2014-06-09 00:00:00+00:00,123.811,41.971,87.186,46.79,36.714,77.513,66.93,75.898,203.787,51.197,167.81,20.623,105.635,82.634,327.5,98.738,87.735,99.325,20.673,66.827,89.539,123.811,14.955,37.403,25.229,293.26,41.793,47.829,54.998,95.453,57.927,80.87,27.477,148.73,24.589,568.5,35.144,71.353,104.741,51.71,21.601,28.077,72.675,105.697,73.04,39.319,83.74,80.92,80.35,19.505,59.674,106.37,71.67,31.958,62.88,32.909,139.119,34.654,23.843,73.04,24.01,562.12,570.73,157.344,62.955,54.998,74.033,87.217,87.704,121.768,161.676,171.35,24.857,124.946,92.503,51.566,30.213,35.669,93.93,22.855,46.38,53.632,150.441,44.443,26.565,85.516,24.01,20.623,89.961,181.73,35.335,57.012,43.092,24.01,35.1,112.289,44.242,39.238,50.678,37.444,29.0,49.42,22.077,60.441,36.561,71.474,21.601,40.245,81.357,78.393,25.383,73.129,136.773,74.464,219.868,,69.854,313.74,35.244,25.591,96.4,44.505,57.012,50.344,53.171,117.519,64.23,43.222,55.86,46.38,74.533,92.969,91.961,39.417,109.206,51.644,78.694,47.879,70.126,46.881,37.573,69.287,181.468,88.194
2014-06-10 00:00:00+00:00,123.174,42.038,87.698,46.903,37.08,76.942,66.96,76.953,202.877,51.141,166.9,20.604,106.27,82.32,332.41,99.131,88.105,100.144,20.828,66.893,89.267,123.174,15.031,37.454,25.83,290.753,42.08,47.587,54.879,95.945,58.299,81.325,27.142,148.89,24.556,564.76,34.339,72.041,104.136,53.06,21.776,28.031,72.185,106.521,73.535,39.366,83.245,80.229,80.36,18.982,59.148,105.573,71.65,32.027,65.77,32.624,139.254,34.53,23.817,73.535,24.0,560.55,568.3,157.685,62.898,54.879,74.153,87.411,87.274,122.895,160.001,175.4,25.151,125.866,93.291,51.998,30.221,35.808,94.38,22.596,47.76,53.641,149.779,44.425,26.41,86.406,24.0,20.604,89.517,180.659,35.038,56.663,43.4,24.0,35.724,112.289,44.278,38.426,51.159,37.299,29.51,49.22,22.208,61.184,36.39,71.841,21.776,40.207,81.187,78.767,25.513,73.178,136.168,73.663,218.602,,69.181,309.47,34.972,25.262,96.229,44.686,56.663,49.697,53.019,117.234,64.323,43.303,56.19,47.76,74.579,93.224,91.445,39.244,108.333,52.05,78.264,46.534,69.957,46.952,37.478,68.936,180.392,88.142
2014-06-11 00:00:00+00:00,120.347,40.719,87.335,47.129,36.595,76.298,67.46,77.634,206.086,50.928,167.46,20.604,105.581,81.814,335.2,100.988,88.439,104.384,20.857,66.79,89.08,120.347,14.719,37.21,25.252,286.402,42.125,47.086,54.631,95.4,58.938,80.555,27.895,149.2,24.477,570.34,34.29,72.324,103.371,53.31,21.81,28.022,71.537,106.385,74.718,38.23,82.317,79.813,78.68,19.21,58.929,107.525,71.56,30.811,65.781,32.359,138.247,34.568,23.591,74.718,24.372,558.84,567.5,156.803,62.739,54.631,73.299,88.338,86.88,123.235,158.229,177.4,24.874,127.46,92.592,51.432,30.075,35.625,95.37,22.643,45.26,53.39,147.264,43.79,26.072,85.758,24.372,20.604,89.109,182.188,34.899,56.031,43.258,24.372,35.927,111.734,44.008,38.426,51.439,37.072,30.99,49.68,22.51,61.428,35.832,70.357,21.81,40.113,81.114,78.197,25.452,73.22,137.887,73.717,223.179,,69.207,310.24,35.066,25.194,96.238,45.573,56.031,49.889,52.461,118.138,64.165,43.411,56.03,45.26,74.916,93.006,91.081,38.927,107.578,51.669,77.869,46.438,69.892,46.64,37.136,68.523,183.319,88.568
2014-06-12 00:00:00+00:00,118.633,38.707,85.874,46.633,36.421,75.82,66.56,77.528,203.748,50.593,165.97,20.472,105.454,81.325,325.91,100.444,89.273,103.815,20.702,66.799,88.78,118.633,14.559,37.078,24.91,285.536,42.053,46.565,54.144,93.61,58.06,80.11,28.322,147.79,24.459,581.85,34.585,73.127,102.66,53.04,21.48,27.68,70.297,107.176,74.496,36.154,81.462,78.383,78.5,19.104,58.22,108.429,71.57,30.225,64.29,31.969,134.819,33.889,23.426,74.496,23.922,551.35,559.5,157.306,62.458,54.144,72.031,88.728,85.736,121.632,157.335,172.01,24.901,130.789,91.884,51.225,30.083,35.508,94.66,22.28,42.6,52.86,145.572,42.52,24.891,85.81,23.922,20.472,88.524,178.401,34.63,55.683,42.832,23.922,35.226,111.882,43.819,38.857,51.377,36.818,30.855,49.64,22.715,60.35,35.655,70.984,21.48,39.585,82.218,77.698,25.47,73.054,139.362,73.637,222.391,,69.321,310.47,34.672,24.768,96.048,44.724,55.683,50.029,51.723,117.931,63.653,43.456,56.61,42.6,74.584,92.045,89.65,38.955,106.259,51.448,77.285,46.98,67.832,46.167,37.192,68.136,179.79,88.316
2014-06-13 00:00:00+00:00,118.723,38.88,84.934,47.068,36.403,76.105,66.82,77.595,204.452,50.853,163.73,21.056,105.299,81.823,326.27,100.238,90.525,105.396,20.789,66.483,88.864,118.723,14.577,37.139,25.085,285.72,42.242,45.909,54.601,93.715,57.65,79.995,28.303,148.21,24.366,588.26,34.006,73.321,102.535,54.31,21.514,28.012,70.186,108.153,74.626,36.849,81.462,78.383,77.72,19.293,58.246,110.75,71.59,30.786,64.5,32.254,135.845,33.994,23.496,74.626,24.372,551.76,560.35,157.239,63.339,54.601,71.701,89.164,85.837,121.069,158.499,170.53,26.602,132.273,91.884,51.225,30.325,35.464,93.9,22.237,42.78,52.878,146.825,42.427,25.452,85.55,24.372,21.056,89.171,177.759,34.76,55.601,42.942,24.372,35.372,110.734,43.801,38.754,51.325,37.408,31.17,50.2,22.812,61.101,35.584,71.426,21.514,39.717,83.826,77.672,25.539,73.228,137.125,74.25,226.33,,69.12,306.27,35.014,25.165,97.783,44.982,55.601,50.02,51.818,117.252,63.159,43.628,57.51,42.78,74.34,92.256,89.775,39.0,106.205,51.331,77.249,46.918,68.385,46.336,37.454,67.731,183.3,89.176
2014-06-16 00:00:00+00:00,118.947,39.535,85.79,46.929,36.504,76.188,67.62,77.241,205.802,51.113,162.82,21.037,105.417,81.351,327.62,99.507,91.025,104.423,20.809,65.98,88.415,118.947,14.426,37.215,25.191,283.867,42.403,45.957,55.604,93.75,57.889,80.535,28.285,148.5,24.31,594.01,34.025,73.859,102.651,54.61,21.366,27.929,70.445,109.241,74.672,36.474,81.372,78.856,76.99,19.277,58.123,110.76,70.74,31.122,64.19,32.283,135.051,34.195,23.304,74.672,24.284,544.28,552.3,157.201,63.367,55.604,72.463,89.109,85.864,119.505,158.316,169.38,26.727,136.606,91.813,51.073,30.488,35.718,90.29,22.204,42.53,52.815,147.81,42.399,25.259,85.473,24.284,21.037,89.713,177.7,34.574,54.987,42.919,24.284,35.679,110.688,44.765,38.507,51.175,37.653,31.91,50.4,22.578,61.465,35.55,71.702,21.366,39.726,83.923,77.992,25.608,73.708,138.385,74.206,226.759,,68.718,308.4,35.201,25.039,96.699,45.153,54.987,50.466,51.742,116.79,63.792,43.447,58.51,42.53,73.232,91.259,89.908,38.719,106.278,51.076,77.753,46.578,68.6,45.613,44.471,67.785,181.532,89.411
2014-06-17 00:00:00+00:00,118.867,40.315,85.679,47.189,36.467,75.903,67.54,77.241,210.38,51.337,160.15,21.168,105.426,81.628,325.62,99.469,90.84,103.507,21.178,66.809,88.686,118.867,14.719,37.164,25.41,280.936,42.574,46.102,55.177,93.627,57.326,79.935,28.378,148.0,24.24,593.52,34.114,73.912,102.669,57.82,21.34,28.114,70.501,109.487,73.766,37.084,81.579,78.724,77.14,19.301,58.921,109.167,69.85,31.277,64.4,32.33,136.078,33.984,23.348,73.766,24.265,543.01,550.615,159.448,63.367,55.177,73.491,89.155,86.322,119.389,158.238,169.85,26.673,134.413,91.347,51.566,30.135,35.947,91.06,22.115,43.92,53.192,147.004,42.791,25.772,85.395,24.265,21.168,89.863,179.754,34.685,56.407,44.267,24.265,35.568,111.04,45.126,38.825,51.166,37.816,32.25,50.7,22.725,63.378,35.808,71.776,21.34,39.887,83.428,77.752,25.495,73.468,138.209,74.766,225.852,,69.164,302.62,35.305,26.413,95.84,45.703,56.407,50.842,51.771,116.741,63.513,43.565,59.59,43.92,73.392,90.857,90.29,39.063,106.405,51.214,77.645,47.241,68.422,46.122,45.495,67.47,180.009,88.976
2014-06-18 00:00:00+00:00,118.893,41.075,85.772,47.424,36.934,76.069,73.08,77.634,212.278,51.681,160.43,21.056,106.624,81.48,334.38,99.647,92.323,105.598,21.188,66.566,89.53,118.893,14.776,37.484,25.497,285.563,43.112,46.237,55.425,94.338,58.394,80.535,28.517,148.65,24.454,594.91,34.3,74.345,103.398,57.76,21.453,28.428,71.574,110.72,73.47,37.328,82.11,79.121,76.92,19.537,59.648,110.284,68.29,31.76,65.6,33.033,144.457,33.85,23.365,73.47,24.578,553.37,560.66,161.002,64.201,55.425,74.125,89.508,86.221,121.263,159.401,171.01,26.656,134.723,92.135,51.89,30.221,36.509,90.82,22.294,43.76,53.857,146.601,42.791,25.81,85.559,24.578,21.056,89.934,180.328,34.862,58.413,44.574,24.578,36.14,112.298,45.135,39.749,51.474,37.789,32.06,50.62,23.144,64.097,36.342,71.822,21.453,40.348,83.842,79.195,25.694,74.412,140.28,75.148,227.876,,69.19,305.3,35.422,26.268,96.726,45.306,58.413,51.305,52.546,117.98,64.491,43.212,59.65,43.76,74.368,92.045,91.339,39.244,106.605,51.321,78.229,48.577,71.211,46.461,45.527,68.109,181.787,89.245
2014-06-19 00:00:00+00:00,119.199,41.46,85.474,47.094,37.51,76.409,72.95,78.046,210.566,51.783,159.69,21.14,106.951,82.11,327.0,100.998,92.712,106.215,21.392,66.295,89.07,119.199,14.681,37.53,25.331,287.563,42.914,45.88,56.101,94.136,57.574,84.154,28.536,148.25,24.584,594.54,34.29,74.812,103.389,57.88,21.523,28.455,71.657,112.173,73.757,37.206,82.461,79.301,75.65,19.513,59.245,112.479,68.54,32.035,64.341,32.862,143.148,33.85,23.591,73.757,24.607,554.9,564.99,160.879,64.651,56.101,73.877,90.456,86.45,122.934,158.724,172.7,26.798,134.066,93.032,51.459,30.506,36.711,89.36,23.421,43.63,53.731,146.968,42.847,26.207,85.412,24.607,21.14,90.431,180.367,34.806,59.237,44.369,24.607,36.754,112.678,45.649,40.189,51.377,37.662,31.81,50.41,23.924,63.055,36.07,72.098,21.523,40.066,83.923,80.264,25.591,75.621,138.561,75.824,229.342,,69.679,297.69,36.205,26.268,97.195,45.258,59.237,51.34,52.13,117.794,64.565,43.249,58.74,43.63,75.589,92.374,90.965,39.199,106.923,51.095,78.229,49.843,70.566,46.443,45.988,68.262,184.714,89.159
2014-06-20 00:00:00+00:00,118.552,42.895,84.59,46.32,37.373,76.473,72.61,78.535,212.17,51.671,165.46,21.413,109.782,82.433,324.2,101.804,93.333,107.497,21.372,66.893,89.511,118.552,14.596,37.479,24.796,294.578,42.87,45.668,57.213,96.006,56.306,85.73,28.694,150.51,24.491,592.43,34.084,75.333,102.588,57.51,21.628,28.612,71.047,112.47,75.069,37.159,82.875,78.402,73.79,19.411,59.797,114.597,68.74,31.682,64.5,33.099,143.652,33.056,23.626,75.069,24.862,556.36,566.52,160.983,65.832,57.213,73.629,91.032,86.798,123.487,157.622,175.02,26.896,134.716,94.34,51.683,31.049,36.623,88.6,23.506,43.66,55.688,148.042,42.959,26.41,86.579,24.862,21.413,90.44,180.562,34.797,58.495,44.503,24.862,36.797,112.964,45.658,40.184,51.924,37.816,31.85,51.12,24.236,62.882,35.813,73.305,21.628,38.473,84.451,79.373,25.755,75.455,140.563,76.429,231.666,,69.775,285.25,35.909,26.558,98.306,46.078,58.495,50.947,51.969,117.036,63.588,43.276,58.88,43.66,76.434,92.42,91.081,39.616,107.296,50.894,77.114,50.079,69.77,47.22,45.773,68.091,183.054,90.201
2014-06-23 00:00:00+00:00,117.431,42.712,84.516,46.711,37.263,76.05,72.89,78.669,216.533,51.801,161.66,21.554,108.113,82.424,327.24,101.898,94.177,107.063,21.455,66.584,89.483,117.431,14.776,37.464,25.024,288.928,43.058,46.362,57.61,95.479,56.267,85.495,29.074,151.63,24.347,599.59,34.388,75.986,102.464,58.0,21.514,28.437,70.612,113.014,74.7,36.69,82.29,78.345,74.45,19.43,59.42,114.043,68.65,31.268,65.37,34.22,144.389,32.865,23.372,74.7,25.097,564.95,574.29,161.363,65.954,57.61,74.061,91.441,86.294,123.652,158.134,170.67,26.923,134.323,93.874,52.258,31.031,36.658,88.52,23.298,43.15,55.724,146.745,43.015,26.052,87.072,25.097,21.554,90.431,181.253,34.556,58.752,44.582,25.097,36.43,112.983,45.793,39.902,51.554,38.097,31.26,50.78,24.558,62.788,35.98,74.033,21.514,38.737,85.417,78.741,25.47,74.867,140.944,76.776,232.135,,69.399,280.22,35.97,26.394,98.37,45.649,58.752,51.06,51.837,117.193,63.485,43.402,58.45,43.15,76.509,92.064,91.045,39.688,106.514,50.889,76.808,50.035,69.012,47.301,46.726,68.19,183.392,90.679
2014-06-24 00:00:00+00:00,115.905,41.575,84.004,46.572,37.007,75.839,72.38,77.643,219.331,51.374,158.785,21.404,107.804,82.572,324.16,101.204,91.628,103.488,21.265,66.052,88.471,115.905,14.634,37.296,25.453,289.637,43.327,46.121,56.15,94.628,56.115,85.71,28.118,151.06,24.445,595.62,33.162,74.839,103.433,57.46,21.366,27.938,69.835,111.986,74.709,36.22,81.606,78.27,74.34,19.218,58.772,109.779,68.48,31.208,65.72,33.859,145.165,32.74,23.285,74.709,25.116,564.62,572.54,159.457,63.882,56.15,73.868,89.666,85.15,123.41,157.04,168.75,27.163,134.083,93.731,51.566,31.118,36.764,88.36,23.19,41.79,55.563,145.456,43.416,25.781,86.536,25.116,21.404,90.041,179.53,34.472,58.688,44.188,25.116,36.14,111.623,45.198,38.767,51.043,37.875,32.5,51.58,24.07,62.337,35.755,73.268,21.366,38.416,82.38,78.438,25.34,74.768,141.628,75.54,221.045,,68.832,278.11,36.298,25.9,96.635,44.619,58.688,51.305,50.92,116.662,63.532,43.068,57.82,41.79,76.743,91.14,90.397,39.217,105.195,50.481,76.539,48.883,67.842,46.863,45.654,68.352,183.829,89.245
2014-06-25 00:00:00+00:00,114.029,42.279,84.078,47.798,37.236,76.409,72.44,79.052,217.981,51.03,159.13,21.258,108.376,82.6,327.44,101.983,92.119,105.589,21.401,66.949,88.668,114.029,14.615,37.545,26.767,290.126,44.61,46.131,56.458,95.181,59.586,86.46,28.814,152.0,24.709,599.5,33.643,75.562,103.398,57.41,21.532,28.28,69.816,111.527,75.624,36.953,81.705,79.424,74.56,19.403,58.728,112.693,69.14,31.217,67.44,33.963,146.853,33.381,23.144,75.624,25.361,578.65,585.93,159.6,65.082,56.458,73.96,91.237,85.324,125.236,156.901,170.86,27.502,135.026,94.779,51.665,30.997,36.86,90.13,23.214,41.81,56.559,145.402,43.594,26.101,85.222,25.361,21.258,90.165,182.373,34.444,58.807,44.086,25.361,35.866,117.267,45.045,36.31,51.871,38.133,32.34,51.63,24.255,63.458,36.466,74.429,21.532,38.133,83.331,78.91,25.772,74.366,144.499,72.356,232.434,,68.194,280.88,36.622,26.2,102.841,44.6,58.807,50.746,50.258,117.233,64.304,43.366,59.16,41.81,77.307,91.515,91.001,39.272,105.595,50.789,76.485,44.832,69.442,46.961,46.035,68.037,185.616,88.733
2014-06-26 00:00:00+00:00,114.891,42.895,84.581,49.11,37.162,75.001,72.85,78.659,219.214,51.03,160.14,21.103,108.122,81.999,325.69,101.401,92.406,105.126,21.168,66.323,88.349,114.891,14.559,37.195,26.557,293.693,44.448,45.562,55.376,95.251,59.119,86.62,28.35,152.0,24.891,600.32,33.437,75.862,102.837,57.17,21.471,28.289,69.89,111.264,75.975,36.906,81.948,79.945,72.89,19.462,58.474,112.11,68.84,31.122,67.13,33.897,146.93,33.64,23.031,75.975,26.154,576.0,584.77,159.249,65.185,55.376,74.162,90.688,85.187,124.391,156.597,170.98,27.413,136.93,94.681,51.539,31.023,36.922,90.12,23.294,41.51,56.595,145.044,44.061,26.188,85.153,26.154,21.103,90.076,183.093,35.057,59.228,43.904,26.154,35.756,116.758,45.045,36.292,51.58,37.852,32.0,51.87,24.441,62.801,36.652,74.567,21.471,37.841,83.347,78.937,25.591,72.358,145.437,73.014,227.537,,68.823,279.8,36.594,25.978,104.892,44.19,59.228,50.58,49.955,117.39,64.612,43.14,59.17,41.51,77.26,91.04,91.205,39.222,105.259,50.765,76.817,45.635,69.48,46.756,46.123,67.398,189.664,88.637
2014-06-27 00:00:00+00:00,115.357,42.365,85.586,49.353,37.089,74.836,72.0,78.391,218.411,50.769,157.6,21.084,107.623,82.359,324.57,100.866,92.471,105.521,21.285,66.304,88.939,115.357,14.483,36.992,27.188,293.232,44.0,45.475,55.048,95.479,58.394,86.8,28.238,154.84,25.137,596.14,33.545,75.898,102.704,57.38,21.514,28.4,70.057,110.788,76.678,36.934,82.32,80.75,74.06,19.702,58.64,112.518,69.6,31.277,67.6,34.248,146.843,33.736,23.153,76.678,25.85,577.24,585.69,158.083,66.047,55.048,74.511,91.339,85.37,124.011,157.761,172.7,27.546,141.133,94.089,51.665,31.057,37.063,90.0,23.544,41.49,56.649,145.626,44.266,26.265,83.744,25.85,21.084,90.032,183.901,34.749,58.734,43.794,25.85,35.687,115.666,44.81,35.606,50.699,38.333,31.51,51.51,24.558,63.154,37.043,76.114,21.514,38.199,82.998,79.07,25.66,70.986,142.575,72.472,225.672,,69.015,277.29,36.538,26.258,106.409,43.904,58.734,50.798,49.908,116.406,64.928,43.113,59.49,41.49,76.988,91.104,91.267,39.495,106.014,50.843,77.663,45.111,69.358,47.229,46.488,67.785,188.615,87.925
2014-06-30 00:00:00+00:00,114.182,41.364,86.47,49.049,37.419,74.367,72.36,77.729,218.196,50.742,156.25,21.225,107.423,83.248,324.78,100.923,93.268,105.492,21.654,67.36,88.883,114.182,14.521,36.722,27.161,290.633,43.515,45.436,55.991,95.383,59.262,85.88,28.87,158.38,25.032,592.51,33.486,75.66,102.411,58.08,21.645,28.437,69.733,110.949,76.65,36.361,82.075,81.166,74.28,19.694,58.149,113.509,69.33,31.441,67.29,34.656,146.814,33.64,23.022,76.65,25.841,575.28,584.67,158.709,66.554,55.991,74.355,91.896,85.086,124.313,157.379,178.54,27.52,137.266,93.757,51.746,31.247,37.212,88.65,23.313,41.07,55.814,143.863,44.798,25.994,84.418,25.841,21.225,89.393,181.263,35.038,58.404,43.802,25.841,35.79,115.426,44.585,35.009,50.981,37.834,32.95,51.56,24.801,62.942,36.981,75.856,21.645,38.199,83.339,79.587,25.668,70.535,142.37,71.529,229.183,,69.199,282.47,36.275,26.055,106.545,44.762,58.404,50.65,50.267,116.111,65.403,43.14,59.49,41.07,76.753,91.204,91.223,39.459,104.986,51.19,77.986,43.74,69.386,46.926,46.21,67.542,189.226,87.465
2014-07-01 00:00:00+00:00,115.007,42.231,87.019,49.44,37.675,74.744,73.01,78.669,219.126,51.485,162.79,21.328,109.183,82.998,332.39,101.645,93.166,105.357,21.896,69.192,89.333,115.007,14.738,37.464,27.126,299.325,43.489,45.784,55.703,95.822,60.006,88.5,28.704,160.399,25.233,603.26,33.682,75.995,102.66,59.2,21.845,28.585,70.353,110.941,78.851,37.854,81.649,81.857,75.19,19.867,58.316,113.208,69.07,30.768,68.06,34.989,147.784,33.783,23.127,78.851,26.036,582.67,591.49,158.111,66.404,55.703,75.145,92.566,86.587,125.841,161.789,182.7,27.591,135.496,94.878,52.06,31.066,37.15,89.92,23.36,42.26,56.11,143.782,44.929,26.836,85.17,26.036,21.328,89.624,184.427,35.28,58.821,44.291,26.036,35.696,115.417,44.495,35.251,51.562,37.988,33.98,51.89,24.45,67.585,37.196,75.912,21.845,38.426,83.477,79.4,26.014,70.451,146.922,71.68,228.125,,69.662,303.39,36.603,26.433,106.454,45.496,58.821,51.017,50.607,117.056,65.701,43.772,60.28,42.26,76.884,91.524,91.392,39.477,105.423,52.05,78.094,43.933,69.059,47.068,46.48,67.731,191.578,88.055
